jahr,quartal,gemeinde_nummer,gemeinde,bezirk_nummer,bezirk,anfangsbestand,geburten,todesfaelle,geburtenueberschuss,zuzuege,wegzuege,wanderungssaldo,bereinigung_saldo,gesamtveraenderung,endbestand
2018,2,2841,Anwil,1304,Bezirk Sissach,574,0,0,0,7,10,-3,0,-3,571
2018,2,2849,Itingen,1304,Bezirk Sissach,2105,6,2,4,31,36,-5,0,-1,2104
2018,2,2861,Sissach,1304,Bezirk Sissach,6689,18,7,11,113,122,-9,0,2,6691
2018,2,2895,Waldenburg,1305,Bezirk Waldenburg,1131,5,4,1,25,35,-10,0,-9,1122
2018,1,2763,Arlesheim,1301,Bezirk Arlesheim,9246,12,26,-14,130,128,2,0,-12,9234
2018,1,2770,Muttenz,1301,Bezirk Arlesheim,17879,44,52,-8,256,265,-9,0,-17,17862
2018,1,2821,Arisdorf,1303,Bezirk Liestal,1644,5,1,4,18,23,-5,0,-1,1643
2018,1,2822,Augst,1303,Bezirk Liestal,1020,4,4,0,23,32,-9,0,-9,1011
2018,1,2829,Liestal,1303,Bezirk Liestal,14277,34,41,-7,291,261,30,0,23,14300
2018,1,2841,Anwil,1304,Bezirk Sissach,576,1,0,1,3,6,-3,0,-2,574
2018,1,2849,Itingen,1304,Bezirk Sissach,2097,5,2,3,38,33,5,0,8,2105
2018,1,2861,Sissach,1304,Bezirk Sissach,6687,10,18,-8,124,114,10,0,2,6689
2018,1,2895,Waldenburg,1305,Bezirk Waldenburg,1144,3,5,-2,21,32,-11,0,-13,1131
2017,4,2763,Arlesheim,1301,Bezirk Arlesheim,9240,15,24,-9,153,138,15,0,6,9246
2017,4,2770,Muttenz,1301,Bezirk Arlesheim,17893,57,40,17,229,260,-31,0,-14,17879
2017,4,2821,Arisdorf,1303,Bezirk Liestal,1644,1,3,-2,21,19,2,0,0,1644
2017,4,2822,Augst,1303,Bezirk Liestal,1023,3,5,-2,21,22,-1,0,-3,1020
2017,4,2829,Liestal,1303,Bezirk Liestal,14306,48,26,22,278,329,-51,0,-29,14277
2017,4,2841,Anwil,1304,Bezirk Sissach,577,4,2,2,6,9,-3,0,-1,576
2017,4,2849,Itingen,1304,Bezirk Sissach,2107,2,5,-3,26,33,-7,0,-10,2097
2017,4,2861,Sissach,1304,Bezirk Sissach,6702,23,15,8,121,144,-23,0,-15,6687
2017,4,2895,Waldenburg,1305,Bezirk Waldenburg,1146,5,3,2,32,36,-4,0,-2,1144
2017,3,2763,Arlesheim,1301,Bezirk Arlesheim,9216,16,24,-8,163,131,32,0,24,9240
2017,3,2770,Muttenz,1301,Bezirk Arlesheim,17788,41,41,0,343,238,105,0,105,17893
2017,3,2821,Arisdorf,1303,Bezirk Liestal,1665,0,1,-1,14,34,-20,0,-21,1644
2017,3,2822,Augst,1303,Bezirk Liestal,1017,5,3,2,30,26,4,0,6,1023
2017,3,2829,Liestal,1303,Bezirk Liestal,14311,29,31,-2,314,317,-3,0,-5,14306
2017,3,2841,Anwil,1304,Bezirk Sissach,579,2,1,1,3,6,-3,0,-2,577
2017,3,2849,Itingen,1304,Bezirk Sissach,2115,8,3,5,28,41,-13,0,-8,2107
2017,3,2861,Sissach,1304,Bezirk Sissach,6703,21,17,4,148,153,-5,0,-1,6702
2017,3,2895,Waldenburg,1305,Bezirk Waldenburg,1165,2,2,0,34,53,-19,0,-19,1146
2017,2,2763,Arlesheim,1301,Bezirk Arlesheim,9274,22,19,3,92,153,-61,0,-58,9216
2017,2,2770,Muttenz,1301,Bezirk Arlesheim,17737,38,39,-1,287,235,52,0,51,17788
2017,2,2821,Arisdorf,1303,Bezirk Liestal,1671,2,4,-2,23,27,-4,0,-6,1665
2017,2,2822,Augst,1303,Bezirk Liestal,1008,2,0,2,34,27,7,0,9,1017
2017,2,2829,Liestal,1303,Bezirk Liestal,14234,52,32,20,296,239,57,0,77,14311
2017,2,2841,Anwil,1304,Bezirk Sissach,582,2,0,2,2,7,-5,0,-3,579
2017,2,2849,Itingen,1304,Bezirk Sissach,2085,6,2,4,53,27,26,0,30,2115
2017,2,2861,Sissach,1304,Bezirk Sissach,6719,13,10,3,123,142,-19,0,-16,6703
2017,2,2895,Waldenburg,1305,Bezirk Waldenburg,1184,2,1,1,18,38,-20,0,-19,1165
2017,1,2763,Arlesheim,1301,Bezirk Arlesheim,9327,21,31,-10,110,153,-43,0,-53,9274
2017,1,2770,Muttenz,1301,Bezirk Arlesheim,17795,31,54,-23,238,273,-35,0,-58,17737
2017,1,2821,Arisdorf,1303,Bezirk Liestal,1662,1,0,1,28,20,8,0,9,1671
2017,1,2822,Augst,1303,Bezirk Liestal,1013,1,1,0,19,24,-5,0,-5,1008
2017,1,2829,Liestal,1303,Bezirk Liestal,14175,34,26,8,325,274,51,0,59,14234
2017,1,2841,Anwil,1304,Bezirk Sissach,587,2,1,1,7,13,-6,0,-5,582
2017,1,2849,Itingen,1304,Bezirk Sissach,2107,7,1,6,24,52,-28,0,-22,2085
2017,1,2861,Sissach,1304,Bezirk Sissach,6765,15,13,2,94,142,-48,0,-46,6719
2017,1,2895,Waldenburg,1305,Bezirk Waldenburg,1190,5,3,2,14,22,-8,0,-6,1184
2016,4,2763,Arlesheim,1301,Bezirk Arlesheim,9300,21,26,-5,134,102,32,0,27,9327
2016,4,2770,Muttenz,1301,Bezirk Arlesheim,17729,41,37,4,267,205,62,0,66,17795
2016,4,2821,Arisdorf,1303,Bezirk Liestal,1663,3,4,-1,24,24,0,0,-1,1662
2016,4,2822,Augst,1303,Bezirk Liestal,1021,0,2,-2,19,25,-6,0,-8,1013
2016,4,2829,Liestal,1303,Bezirk Liestal,14199,30,37,-7,257,274,-17,0,-24,14175
2016,4,2841,Anwil,1304,Bezirk Sissach,581,1,0,1,8,3,5,0,6,587
2016,4,2849,Itingen,1304,Bezirk Sissach,2112,2,6,-4,28,29,-1,0,-5,2107
2016,4,2861,Sissach,1304,Bezirk Sissach,6723,25,7,18,119,95,24,0,42,6765
2016,4,2895,Waldenburg,1305,Bezirk Waldenburg,1182,2,3,-1,34,25,9,0,8,1190
2016,3,2763,Arlesheim,1301,Bezirk Arlesheim,9225,24,20,4,226,155,71,0,75,9300
2016,3,2770,Muttenz,1301,Bezirk Arlesheim,17734,46,50,-4,344,345,-1,0,-5,17729
2016,3,2821,Arisdorf,1303,Bezirk Liestal,1665,4,2,2,21,25,-4,0,-2,1663
2016,3,2822,Augst,1303,Bezirk Liestal,998,3,3,0,38,15,23,0,23,1021
2016,3,2829,Liestal,1303,Bezirk Liestal,14163,47,31,16,280,260,20,0,36,14199
2016,3,2841,Anwil,1304,Bezirk Sissach,580,1,0,1,7,7,0,0,1,581
2016,3,2849,Itingen,1304,Bezirk Sissach,2089,8,1,7,39,23,16,0,23,2112
2016,3,2861,Sissach,1304,Bezirk Sissach,6726,23,9,14,149,166,-17,0,-3,6723
2016,3,2895,Waldenburg,1305,Bezirk Waldenburg,1167,5,3,2,38,25,13,0,15,1182
2016,2,2763,Arlesheim,1301,Bezirk Arlesheim,9224,13,24,-11,151,139,12,0,1,9225
2016,2,2770,Muttenz,1301,Bezirk Arlesheim,17709,34,40,-6,314,283,31,0,25,17734
2016,2,2821,Arisdorf,1303,Bezirk Liestal,1660,4,1,3,37,35,2,0,5,1665
2016,2,2822,Augst,1303,Bezirk Liestal,986,3,1,2,47,37,10,0,12,998
2016,2,2829,Liestal,1303,Bezirk Liestal,14168,31,32,-1,275,279,-4,0,-5,14163
2016,2,2841,Anwil,1304,Bezirk Sissach,588,0,1,-1,4,11,-7,0,-8,580
2016,2,2849,Itingen,1304,Bezirk Sissach,2067,7,1,6,42,26,16,0,22,2089
2016,2,2861,Sissach,1304,Bezirk Sissach,6741,18,13,5,105,125,-20,0,-15,6726
2016,2,2895,Waldenburg,1305,Bezirk Waldenburg,1165,0,1,-1,32,29,3,0,2,1167
2016,1,2763,Arlesheim,1301,Bezirk Arlesheim,9254,12,22,-10,139,159,-20,0,-30,9224
2016,1,2770,Muttenz,1301,Bezirk Arlesheim,17728,31,39,-8,246,257,-11,0,-19,17709
2016,1,2821,Arisdorf,1303,Bezirk Liestal,1664,1,5,-4,27,27,0,0,-4,1660
2016,1,2822,Augst,1303,Bezirk Liestal,955,3,2,1,63,33,30,0,31,986
2016,1,2829,Liestal,1303,Bezirk Liestal,14134,33,30,3,265,234,31,0,34,14168
2016,1,2841,Anwil,1304,Bezirk Sissach,590,0,3,-3,3,2,1,0,-2,588
2016,1,2849,Itingen,1304,Bezirk Sissach,2063,6,3,3,51,50,1,0,4,2067
2016,1,2861,Sissach,1304,Bezirk Sissach,6675,21,15,6,143,83,60,0,66,6741
2016,1,2895,Waldenburg,1305,Bezirk Waldenburg,1161,1,2,-1,27,22,5,0,4,1165
2015,4,2763,Arlesheim,1301,Bezirk Arlesheim,9210,21,21,0,197,153,44,0,44,9254
2015,4,2770,Muttenz,1301,Bezirk Arlesheim,17674,28,38,-10,303,238,65,-1,54,17728
2015,4,2821,Arisdorf,1303,Bezirk Liestal,1653,5,3,2,37,28,9,0,11,1664
2015,4,2822,Augst,1303,Bezirk Liestal,940,1,4,-3,36,18,18,0,15,955
2015,4,2829,Liestal,1303,Bezirk Liestal,14077,50,33,17,276,236,40,0,57,14134
2015,4,2841,Anwil,1304,Bezirk Sissach,589,0,1,-1,6,4,2,0,1,590
2015,4,2849,Itingen,1304,Bezirk Sissach,2056,2,4,-2,44,35,9,0,7,2063
2015,4,2861,Sissach,1304,Bezirk Sissach,6628,12,10,2,159,114,45,0,47,6675
2015,4,2895,Waldenburg,1305,Bezirk Waldenburg,1164,0,4,-4,27,26,1,0,-3,1161
2015,3,2763,Arlesheim,1301,Bezirk Arlesheim,9183,13,32,-19,210,164,46,0,27,9210
2015,3,2770,Muttenz,1301,Bezirk Arlesheim,17571,49,46,3,360,260,100,0,103,17674
2015,3,2821,Arisdorf,1303,Bezirk Liestal,1642,2,3,-1,38,26,12,0,11,1653
2015,3,2822,Augst,1303,Bezirk Liestal,902,4,2,2,65,29,36,0,38,940
2015,3,2829,Liestal,1303,Bezirk Liestal,14042,31,25,6,319,290,29,0,35,14077
2015,3,2841,Anwil,1304,Bezirk Sissach,582,1,2,-1,13,5,8,0,7,589
2015,3,2849,Itingen,1304,Bezirk Sissach,2071,6,3,3,38,56,-18,0,-15,2056
2015,3,2861,Sissach,1304,Bezirk Sissach,6564,15,19,-4,210,142,68,0,64,6628
2015,3,2895,Waldenburg,1305,Bezirk Waldenburg,1182,1,1,0,18,36,-18,0,-18,1164
2015,2,2763,Arlesheim,1301,Bezirk Arlesheim,9168,16,25,-9,156,132,24,0,15,9183
2015,2,2770,Muttenz,1301,Bezirk Arlesheim,17553,38,41,-3,263,242,21,0,18,17571
2015,2,2821,Arisdorf,1303,Bezirk Liestal,1622,3,2,1,38,19,19,0,20,1642
2015,2,2822,Augst,1303,Bezirk Liestal,863,0,1,-1,64,24,40,0,39,902
2015,2,2829,Liestal,1303,Bezirk Liestal,14037,36,23,13,237,245,-8,0,5,14042
2015,2,2841,Anwil,1304,Bezirk Sissach,582,3,2,1,12,13,-1,0,0,582
2015,2,2849,Itingen,1304,Bezirk Sissach,2069,4,6,-2,34,30,4,0,2,2071
2015,2,2861,Sissach,1304,Bezirk Sissach,6519,26,9,17,131,103,28,0,45,6564
2015,2,2895,Waldenburg,1305,Bezirk Waldenburg,1194,1,0,1,20,33,-13,0,-12,1182
2015,1,2763,Arlesheim,1301,Bezirk Arlesheim,9176,15,33,-18,164,154,10,0,-8,9168
2015,1,2770,Muttenz,1301,Bezirk Arlesheim,17594,39,61,-22,262,281,-19,0,-41,17553
2015,1,2821,Arisdorf,1303,Bezirk Liestal,1619,2,3,-1,26,22,4,0,3,1622
2015,1,2822,Augst,1303,Bezirk Liestal,848,1,3,-2,38,21,17,0,15,863
2015,1,2829,Liestal,1303,Bezirk Liestal,14016,40,29,11,264,254,10,0,21,14037
2015,1,2841,Anwil,1304,Bezirk Sissach,579,2,1,1,6,4,2,0,3,582
2015,1,2849,Itingen,1304,Bezirk Sissach,2079,4,3,1,24,35,-11,0,-10,2069
2015,1,2861,Sissach,1304,Bezirk Sissach,6490,21,15,6,120,97,23,0,29,6519
2015,1,2895,Waldenburg,1305,Bezirk Waldenburg,1201,0,2,-2,22,27,-5,0,-7,1194
2014,4,2763,Arlesheim,1301,Bezirk Arlesheim,9148,18,26,-8,173,137,36,0,28,9176
2014,4,2770,Muttenz,1301,Bezirk Arlesheim,17577,33,37,-4,248,227,21,0,17,17594
2014,4,2821,Arisdorf,1303,Bezirk Liestal,1635,5,7,-2,17,31,-14,0,-16,1619
2014,4,2822,Augst,1303,Bezirk Liestal,867,1,2,-1,24,42,-18,0,-19,848
2014,4,2829,Liestal,1303,Bezirk Liestal,14059,39,25,14,283,340,-57,0,-43,14016
2014,4,2841,Anwil,1304,Bezirk Sissach,577,2,1,1,5,4,1,0,2,579
2014,4,2849,Itingen,1304,Bezirk Sissach,2066,6,1,5,39,31,8,0,13,2079
2014,4,2861,Sissach,1304,Bezirk Sissach,6497,8,23,-15,114,106,8,0,-7,6490
2014,4,2895,Waldenburg,1305,Bezirk Waldenburg,1188,5,6,-1,34,20,14,0,13,1201
2014,3,2763,Arlesheim,1301,Bezirk Arlesheim,9176,18,25,-7,148,169,-21,0,-28,9148
2014,3,2770,Muttenz,1301,Bezirk Arlesheim,17507,45,34,11,307,248,59,0,70,17577
2014,3,2821,Arisdorf,1303,Bezirk Liestal,1614,5,3,2,44,25,19,0,21,1635
2014,3,2822,Augst,1303,Bezirk Liestal,873,2,3,-1,25,30,-5,0,-6,867
2014,3,2829,Liestal,1303,Bezirk Liestal,14002,44,24,20,323,286,37,0,57,14059
2014,3,2841,Anwil,1304,Bezirk Sissach,580,0,0,0,8,11,-3,0,-3,577
2014,3,2849,Itingen,1304,Bezirk Sissach,2062,4,3,1,35,32,3,0,4,2066
2014,3,2861,Sissach,1304,Bezirk Sissach,6442,18,8,10,130,85,45,0,55,6497
2014,3,2895,Waldenburg,1305,Bezirk Waldenburg,1176,5,2,3,43,34,9,0,12,1188
2014,2,2763,Arlesheim,1301,Bezirk Arlesheim,9159,22,32,-10,150,123,27,0,17,9176
2014,2,2770,Muttenz,1301,Bezirk Arlesheim,17518,36,40,-4,254,261,-7,0,-11,17507
2014,2,2821,Arisdorf,1303,Bezirk Liestal,1621,4,2,2,24,33,-9,0,-7,1614
2014,2,2822,Augst,1303,Bezirk Liestal,870,1,2,-1,26,22,4,0,3,873
2014,2,2829,Liestal,1303,Bezirk Liestal,13948,39,22,17,257,220,37,0,54,14002
2014,2,2841,Anwil,1304,Bezirk Sissach,583,2,0,2,3,8,-5,0,-3,580
2014,2,2849,Itingen,1304,Bezirk Sissach,2058,7,2,5,42,43,-1,0,4,2062
2014,2,2861,Sissach,1304,Bezirk Sissach,6449,11,11,0,110,117,-7,0,-7,6442
2014,2,2895,Waldenburg,1305,Bezirk Waldenburg,1188,1,4,-3,19,28,-9,0,-12,1176
2014,1,2763,Arlesheim,1301,Bezirk Arlesheim,9163,12,18,-6,148,146,2,0,-4,9159
2014,1,2770,Muttenz,1301,Bezirk Arlesheim,17448,42,39,3,284,217,67,0,70,17518
2014,1,2821,Arisdorf,1303,Bezirk Liestal,1619,2,3,-1,22,19,3,0,2,1621
2014,1,2822,Augst,1303,Bezirk Liestal,874,2,2,0,21,25,-4,0,-4,870
2014,1,2829,Liestal,1303,Bezirk Liestal,13872,37,32,5,291,220,71,0,76,13948
2014,1,2841,Anwil,1304,Bezirk Sissach,589,1,0,1,3,10,-7,0,-6,583
2014,1,2849,Itingen,1304,Bezirk Sissach,2057,7,3,4,34,37,-3,0,1,2058
2014,1,2861,Sissach,1304,Bezirk Sissach,6434,19,13,6,99,90,9,0,15,6449
2014,1,2895,Waldenburg,1305,Bezirk Waldenburg,1188,3,1,2,26,28,-2,0,0,1188
2013,4,2763,Arlesheim,1301,Bezirk Arlesheim,9100,16,25,-9,162,90,72,0,63,9163
2013,4,2770,Muttenz,1301,Bezirk Arlesheim,17396,35,30,5,280,233,47,0,52,17448
2013,4,2821,Arisdorf,1303,Bezirk Liestal,1610,3,3,0,34,25,9,0,9,1619
2013,4,2822,Augst,1303,Bezirk Liestal,868,1,2,-1,40,33,7,0,6,874
2013,4,2829,Liestal,1303,Bezirk Liestal,13884,35,27,8,283,303,-20,0,-12,13872
2013,4,2841,Anwil,1304,Bezirk Sissach,582,0,1,-1,14,6,8,0,7,589
2013,4,2849,Itingen,1304,Bezirk Sissach,2043,5,5,0,46,32,14,0,14,2057
2013,4,2861,Sissach,1304,Bezirk Sissach,6399,18,11,7,120,92,28,0,35,6434
2013,4,2895,Waldenburg,1305,Bezirk Waldenburg,1190,1,2,-1,20,21,-1,0,-2,1188
2013,3,2763,Arlesheim,1301,Bezirk Arlesheim,9086,18,24,-6,176,156,20,0,14,9100
2013,3,2770,Muttenz,1301,Bezirk Arlesheim,17368,37,34,3,293,268,25,0,28,17396
2013,3,2821,Arisdorf,1303,Bezirk Liestal,1627,3,3,0,25,42,-17,0,-17,1610
2013,3,2822,Augst,1303,Bezirk Liestal,856,2,3,-1,47,34,13,0,12,868
2013,3,2829,Liestal,1303,Bezirk Liestal,13820,29,28,1,389,326,63,0,64,13884
2013,3,2841,Anwil,1304,Bezirk Sissach,578,0,0,0,10,6,4,0,4,582
2013,3,2849,Itingen,1304,Bezirk Sissach,2046,3,4,-1,46,48,-2,0,-3,2043
2013,3,2861,Sissach,1304,Bezirk Sissach,6299,24,10,14,220,134,86,0,100,6399
2013,3,2895,Waldenburg,1305,Bezirk Waldenburg,1201,3,3,0,21,32,-11,0,-11,1190
2013,2,2763,Arlesheim,1301,Bezirk Arlesheim,9070,21,20,1,152,137,15,0,16,9086
2013,2,2770,Muttenz,1301,Bezirk Arlesheim,17381,31,45,-14,242,241,1,0,-13,17368
2013,2,2821,Arisdorf,1303,Bezirk Liestal,1627,0,6,-6,23,17,6,0,0,1627
2013,2,2822,Augst,1303,Bezirk Liestal,857,1,1,0,19,20,-1,0,-1,856
2013,2,2829,Liestal,1303,Bezirk Liestal,13812,34,22,12,258,262,-4,0,8,13820
2013,2,2841,Anwil,1304,Bezirk Sissach,581,0,0,0,1,4,-3,0,-3,578
2013,2,2849,Itingen,1304,Bezirk Sissach,2023,4,5,-1,49,25,24,0,23,2046
2013,2,2861,Sissach,1304,Bezirk Sissach,6312,20,15,5,142,160,-18,0,-13,6299
2013,2,2895,Waldenburg,1305,Bezirk Waldenburg,1194,2,5,-3,31,21,10,0,7,1201
2013,1,2763,Arlesheim,1301,Bezirk Arlesheim,9096,18,25,-7,135,154,-19,0,-26,9070
2013,1,2770,Muttenz,1301,Bezirk Arlesheim,17415,27,59,-32,267,268,-1,-1,-34,17381
2013,1,2821,Arisdorf,1303,Bezirk Liestal,1621,3,5,-2,26,18,8,0,6,1627
2013,1,2822,Augst,1303,Bezirk Liestal,844,1,3,-2,33,18,15,0,13,857
2013,1,2829,Liestal,1303,Bezirk Liestal,13771,36,35,1,250,210,40,0,41,13812
2013,1,2841,Anwil,1304,Bezirk Sissach,581,2,2,0,2,2,0,0,0,581
2013,1,2849,Itingen,1304,Bezirk Sissach,2024,4,2,2,31,34,-3,0,-1,2023
2013,1,2861,Sissach,1304,Bezirk Sissach,6296,20,10,10,129,123,6,0,16,6312
2013,1,2895,Waldenburg,1305,Bezirk Waldenburg,1196,4,4,0,19,21,-2,0,-2,1194
2012,4,2763,Arlesheim,1301,Bezirk Arlesheim,9066,17,24,-7,204,166,38,-1,30,9096
2012,4,2770,Muttenz,1301,Bezirk Arlesheim,17426,39,52,-13,247,245,2,0,-11,17415
2012,4,2821,Arisdorf,1303,Bezirk Liestal,1632,3,2,1,22,34,-12,0,-11,1621
2012,4,2822,Augst,1303,Bezirk Liestal,851,2,3,-1,25,31,-6,0,-7,844
2012,4,2829,Liestal,1303,Bezirk Liestal,13756,34,35,-1,297,281,16,0,15,13771
2012,4,2841,Anwil,1304,Bezirk Sissach,575,2,0,2,8,4,4,0,6,581
2012,4,2849,Itingen,1304,Bezirk Sissach,2002,9,3,6,59,43,16,0,22,2024
2012,4,2861,Sissach,1304,Bezirk Sissach,6274,24,6,18,146,142,4,0,22,6296
2012,4,2895,Waldenburg,1305,Bezirk Waldenburg,1207,1,4,-3,25,33,-8,0,-11,1196
2012,3,2763,Arlesheim,1301,Bezirk Arlesheim,9036,8,13,-5,215,180,35,0,30,9066
2012,3,2770,Muttenz,1301,Bezirk Arlesheim,17402,38,48,-10,314,280,34,0,24,17426
2012,3,2821,Arisdorf,1303,Bezirk Liestal,1635,2,3,-1,29,31,-2,0,-3,1632
2012,3,2822,Augst,1303,Bezirk Liestal,847,2,3,-1,34,29,5,0,4,851
2012,3,2829,Liestal,1303,Bezirk Liestal,13753,40,22,18,342,357,-15,0,3,13756
2012,3,2841,Anwil,1304,Bezirk Sissach,577,0,1,-1,8,9,-1,0,-2,575
2012,3,2849,Itingen,1304,Bezirk Sissach,1983,2,4,-2,56,35,21,0,19,2002
2012,3,2861,Sissach,1304,Bezirk Sissach,6301,10,11,-1,153,179,-26,0,-27,6274
2012,3,2895,Waldenburg,1305,Bezirk Waldenburg,1199,7,1,6,41,39,2,0,8,1207
2012,2,2763,Arlesheim,1301,Bezirk Arlesheim,9024,25,23,2,157,147,10,0,12,9036
2012,2,2770,Muttenz,1301,Bezirk Arlesheim,17402,25,37,-12,249,237,12,0,0,17402
2012,2,2821,Arisdorf,1303,Bezirk Liestal,1618,6,0,6,38,27,11,0,17,1635
2012,2,2822,Augst,1303,Bezirk Liestal,844,0,3,-3,29,23,6,0,3,847
2012,2,2829,Liestal,1303,Bezirk Liestal,13723,32,22,10,274,254,20,0,30,13753
2012,2,2841,Anwil,1304,Bezirk Sissach,585,0,1,-1,6,13,-7,0,-8,577
2012,2,2849,Itingen,1304,Bezirk Sissach,1986,6,0,6,36,45,-9,0,-3,1983
2012,2,2861,Sissach,1304,Bezirk Sissach,6274,22,10,12,131,116,15,0,27,6301
2012,2,2895,Waldenburg,1305,Bezirk Waldenburg,1209,2,4,-2,27,35,-8,0,-10,1199
2012,1,2763,Arlesheim,1301,Bezirk Arlesheim,9054,22,22,0,170,200,-30,0,-30,9024
2012,1,2770,Muttenz,1301,Bezirk Arlesheim,17392,43,44,-1,271,260,11,0,10,17402
2012,1,2821,Arisdorf,1303,Bezirk Liestal,1602,6,3,3,40,27,13,0,16,1618
2012,1,2822,Augst,1303,Bezirk Liestal,850,1,2,-1,26,31,-5,0,-6,844
2012,1,2829,Liestal,1303,Bezirk Liestal,13672,37,27,10,287,246,41,0,51,13723
2012,1,2841,Anwil,1304,Bezirk Sissach,580,2,2,0,10,5,5,0,5,585
2012,1,2849,Itingen,1304,Bezirk Sissach,1992,2,0,2,37,45,-8,0,-6,1986
2012,1,2861,Sissach,1304,Bezirk Sissach,6271,23,13,10,117,124,-7,0,3,6274
2012,1,2895,Waldenburg,1305,Bezirk Waldenburg,1216,1,4,-3,26,30,-4,0,-7,1209
2011,4,2763,Arlesheim,1301,Bezirk Arlesheim,9021,12,36,-24,230,173,57,0,33,9054
2011,4,2770,Muttenz,1301,Bezirk Arlesheim,17342,26,53,-27,304,225,79,-2,50,17392
2011,4,2821,Arisdorf,1303,Bezirk Liestal,1597,2,3,-1,40,34,6,0,5,1602
2011,4,2822,Augst,1303,Bezirk Liestal,864,2,6,-4,12,22,-10,0,-14,850
2011,4,2829,Liestal,1303,Bezirk Liestal,13756,39,32,7,234,325,-91,0,-84,13672
2011,4,2841,Anwil,1304,Bezirk Sissach,586,3,1,2,4,12,-8,0,-6,580
2011,4,2849,Itingen,1304,Bezirk Sissach,1993,4,6,-2,37,36,1,0,-1,1992
2011,4,2861,Sissach,1304,Bezirk Sissach,6279,18,15,3,105,116,-11,0,-8,6271
2011,4,2895,Waldenburg,1305,Bezirk Waldenburg,1226,0,3,-3,27,34,-7,0,-10,1216
2011,3,2763,Arlesheim,1301,Bezirk Arlesheim,8988,20,28,-8,199,158,41,0,33,9021
2011,3,2770,Muttenz,1301,Bezirk Arlesheim,17337,36,39,-3,302,294,8,0,5,17342
2011,3,2821,Arisdorf,1303,Bezirk Liestal,1600,4,1,3,20,26,-6,0,-3,1597
2011,3,2822,Augst,1303,Bezirk Liestal,878,1,2,-1,22,35,-13,0,-14,864
2011,3,2829,Liestal,1303,Bezirk Liestal,13712,40,24,16,335,307,28,0,44,13756
2011,3,2841,Anwil,1304,Bezirk Sissach,592,2,0,2,3,11,-8,0,-6,586
2011,3,2849,Itingen,1304,Bezirk Sissach,1994,8,5,3,31,35,-4,0,-1,1993
2011,3,2861,Sissach,1304,Bezirk Sissach,6281,19,15,4,153,159,-6,0,-2,6279
2011,3,2895,Waldenburg,1305,Bezirk Waldenburg,1224,4,0,4,34,36,-2,0,2,1226
2011,2,2763,Arlesheim,1301,Bezirk Arlesheim,8979,12,18,-6,152,137,15,0,9,8988
2011,2,2770,Muttenz,1301,Bezirk Arlesheim,17361,36,44,-8,234,250,-16,0,-24,17337
2011,2,2821,Arisdorf,1303,Bezirk Liestal,1588,5,3,2,33,23,10,0,12,1600
2011,2,2822,Augst,1303,Bezirk Liestal,867,0,3,-3,26,12,14,0,11,878
2011,2,2829,Liestal,1303,Bezirk Liestal,13739,33,15,18,248,293,-45,0,-27,13712
2011,2,2841,Anwil,1304,Bezirk Sissach,586,3,2,1,10,5,5,0,6,592
2011,2,2849,Itingen,1304,Bezirk Sissach,1980,3,1,2,53,41,12,0,14,1994
2011,2,2861,Sissach,1304,Bezirk Sissach,6275,23,11,12,138,144,-6,0,6,6281
2011,2,2895,Waldenburg,1305,Bezirk Waldenburg,1221,3,0,3,28,28,0,0,3,1224
2011,1,2763,Arlesheim,1301,Bezirk Arlesheim,9055,18,28,-10,107,173,-66,0,-76,8979
2011,1,2770,Muttenz,1301,Bezirk Arlesheim,17333,33,38,-5,290,257,33,0,28,17361
2011,1,2821,Arisdorf,1303,Bezirk Liestal,1576,2,2,0,29,17,12,0,12,1588
2011,1,2822,Augst,1303,Bezirk Liestal,878,0,3,-3,14,22,-8,0,-11,867
2011,1,2829,Liestal,1303,Bezirk Liestal,13666,27,26,1,268,196,72,0,73,13739
2011,1,2841,Anwil,1304,Bezirk Sissach,588,3,0,3,7,12,-5,0,-2,586
2011,1,2849,Itingen,1304,Bezirk Sissach,1971,5,2,3,46,40,6,0,9,1980
2011,1,2861,Sissach,1304,Bezirk Sissach,6271,15,18,-3,112,105,7,0,4,6275
2011,1,2895,Waldenburg,1305,Bezirk Waldenburg,1221,8,3,5,20,25,-5,0,0,1221
2010,4,2763,Arlesheim,1301,Bezirk Arlesheim,9029,20,26,-6,157,125,32,0,26,9055
2010,4,2770,Muttenz,1301,Bezirk Arlesheim,17347,31,62,-31,235,218,17,0,-14,17333
2010,4,2821,Arisdorf,1303,Bezirk Liestal,1570,2,1,1,34,29,5,0,6,1576
2010,4,2822,Augst,1303,Bezirk Liestal,877,0,2,-2,14,11,3,0,1,878
2010,4,2829,Liestal,1303,Bezirk Liestal,13660,36,25,11,287,292,-5,0,6,13666
2010,4,2841,Anwil,1304,Bezirk Sissach,576,0,1,-1,19,6,13,0,12,588
2010,4,2849,Itingen,1304,Bezirk Sissach,1921,11,4,7,78,35,43,0,50,1971
2010,4,2861,Sissach,1304,Bezirk Sissach,6261,17,16,1,133,124,9,0,10,6271
2010,4,2895,Waldenburg,1305,Bezirk Waldenburg,1233,5,5,0,27,39,-12,0,-12,1221
2010,3,2763,Arlesheim,1301,Bezirk Arlesheim,8955,22,15,7,216,149,67,0,74,9029
2010,3,2770,Muttenz,1301,Bezirk Arlesheim,17321,51,31,20,302,296,6,0,26,17347
