jahr,bfs_nummer,gemeinde,indikator,wert
2021,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2021,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2021,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2021,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2021,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2021,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2021,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2021,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2021,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,60.0
2021,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,2.75
2021,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2021,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2021,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2021,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2021,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2021,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,69.5
2021,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2021,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2020,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2020,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2020,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2020,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2020,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2020,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2020,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2020,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2020,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2020,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,60.0
2020,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,2.75
2020,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2020,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2020,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2020,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2020,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2020,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,69.5
2020,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2020,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,0.55
2019,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2019,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2019,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2019,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2019,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2019,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2019,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2019,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2019,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2019,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2019,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,63.0
2019,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2019,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2019,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2019,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2019,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2019,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2019,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,69.5
2019,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2019,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2018,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2018,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2018,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2018,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2018,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2018,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2018,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2018,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2018,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2018,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,63.0
2018,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2018,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2018,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2018,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2018,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2018,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2018,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,69.5
2018,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2018,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2017,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2017,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2017,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2017,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2017,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2017,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2017,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2017,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2017,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2017,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,63.0
2017,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2017,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2017,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2017,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2017,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2017,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2017,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,69.5
2017,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2017,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2016,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2016,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2016,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2016,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2016,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2016,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2016,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2016,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2016,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2016,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,63.0
2016,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2016,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2016,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2016,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2016,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2016,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2016,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,69.5
2016,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2016,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2015,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2015,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2015,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2015,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2015,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2015,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2015,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2015,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2015,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2015,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,60.0
2015,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2015,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2015,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2015,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2015,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2015,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2015,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,67.0
2015,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2015,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2014,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2014,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2014,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2014,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2014,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2014,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2014,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2014,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,65.0
2014,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2014,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,60.0
2014,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2014,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2014,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2014,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2014,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2014,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2014,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,67.0
2014,2895,Waldenburg,Steuersatz_Ertrag_juristische_Personen_Prozent,4.75
2014,2895,Waldenburg,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2763,Arlesheim,Steuerfuss_natürliche_Personen_Prozent,45.0
2013,2763,Arlesheim,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2013,2763,Arlesheim,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2770,Muttenz,Steuerfuss_natürliche_Personen_Prozent,56.0
2013,2770,Muttenz,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2013,2770,Muttenz,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2821,Arisdorf,Steuerfuss_natürliche_Personen_Prozent,59.0
2013,2821,Arisdorf,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2013,2821,Arisdorf,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2822,Augst,Steuerfuss_natürliche_Personen_Prozent,53.0
2013,2822,Augst,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2013,2822,Augst,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2829,Liestal,Steuerfuss_natürliche_Personen_Prozent,66.0
2013,2829,Liestal,Steuersatz_Ertrag_juristische_Personen_Prozent,5.0
2013,2829,Liestal,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2841,Anwil,Steuerfuss_natürliche_Personen_Prozent,60.0
2013,2841,Anwil,Steuersatz_Ertrag_juristische_Personen_Prozent,4.5
2013,2841,Anwil,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2849,Itingen,Steuerfuss_natürliche_Personen_Prozent,63.0
2013,2849,Itingen,Steuersatz_Ertrag_juristische_Personen_Prozent,4.2
2013,2849,Itingen,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2861,Sissach,Steuerfuss_natürliche_Personen_Prozent,57.0
2013,2861,Sissach,Steuersatz_Ertrag_juristische_Personen_Prozent,4.0
2013,2861,Sissach,Steuersatz_Kapital_juristische_Personen_Promille,2.75
2013,2895,Waldenburg,Steuerfuss_natürliche_Personen_Prozent,67.0
