jahr,gemeinde_nummer,gemeinde,bfs_bezirk,bezirk,nationalitaet_code,nationalitaet,anzahl_personen
2001,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1727
2001,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14006
2001,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,2724
2001,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1270
2001,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,128
2001,2822,Augst,1303,Bezirk Liestal,1,Schweiz,784
2001,2822,Augst,1303,Bezirk Liestal,2,Ausland,188
2001,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,9568
2001,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3323
2001,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,468
2001,2841,Anwil,1304,Bezirk Sissach,2,Ausland,32
2001,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1388
2001,2849,Itingen,1304,Bezirk Sissach,2,Ausland,262
2001,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4511
2001,2861,Sissach,1304,Bezirk Sissach,2,Ausland,912
2001,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,943
2001,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,370
2002,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7061
2002,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1854
2002,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,13940
2002,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,2913
2002,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1291
2002,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,103
2002,2822,Augst,1303,Bezirk Liestal,1,Schweiz,778
2002,2822,Augst,1303,Bezirk Liestal,2,Ausland,183
2002,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,9507
2002,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3319
2002,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,477
2002,2841,Anwil,1304,Bezirk Sissach,2,Ausland,33
2002,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1388
2002,2849,Itingen,1304,Bezirk Sissach,2,Ausland,273
2002,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4526
2002,2861,Sissach,1304,Bezirk Sissach,2,Ausland,978
2002,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,926
2002,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,350
2003,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7101
2003,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1845
2003,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,13952
2003,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3019
2003,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1336
2003,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,90
2003,2822,Augst,1303,Bezirk Liestal,1,Schweiz,774
2003,2822,Augst,1303,Bezirk Liestal,2,Ausland,172
2003,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,9553
2003,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3316
2003,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,489
2003,2841,Anwil,1304,Bezirk Sissach,2,Ausland,29
2003,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1399
2003,2849,Itingen,1304,Bezirk Sissach,2,Ausland,280
2003,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4593
2003,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1022
2003,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,927
2003,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,359
2004,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7166
2004,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1828
2004,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14000
2004,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3008
2004,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1347
2004,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,97
2004,2822,Augst,1303,Bezirk Liestal,1,Schweiz,756
2004,2822,Augst,1303,Bezirk Liestal,2,Ausland,179
2004,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,9635
2004,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3323
2004,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,496
2004,2841,Anwil,1304,Bezirk Sissach,2,Ausland,31
2004,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1437
2004,2849,Itingen,1304,Bezirk Sissach,2,Ausland,284
2004,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4623
2004,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1020
2004,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,944
2004,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,360
2005,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7119
2005,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1783
2005,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,13948
2005,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3002
2005,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1366
2005,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,101
2005,2822,Augst,1303,Bezirk Liestal,1,Schweiz,743
2005,2822,Augst,1303,Bezirk Liestal,2,Ausland,177
2005,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,9822
2005,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3327
2005,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,498
2005,2841,Anwil,1304,Bezirk Sissach,2,Ausland,30
2005,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1457
2005,2849,Itingen,1304,Bezirk Sissach,2,Ausland,284
2005,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4674
2005,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1028
2005,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,933
2005,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,377
2006,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7175
2006,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1749
2006,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,13961
2006,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3017
2006,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1377
2006,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,103
2006,2822,Augst,1303,Bezirk Liestal,1,Schweiz,740
2006,2822,Augst,1303,Bezirk Liestal,2,Ausland,179
2006,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,9927
2006,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3320
2006,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,509
2006,2841,Anwil,1304,Bezirk Sissach,2,Ausland,35
2006,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1507
2006,2849,Itingen,1304,Bezirk Sissach,2,Ausland,302
2006,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4740
2006,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1052
2006,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,915
2006,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,365
2007,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7194
2007,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1742
2007,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14063
2007,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,2993
2007,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1392
2007,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,110
2007,2822,Augst,1303,Bezirk Liestal,1,Schweiz,736
2007,2822,Augst,1303,Bezirk Liestal,2,Ausland,168
2007,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10048
2007,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3314
2007,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,516
2007,2841,Anwil,1304,Bezirk Sissach,2,Ausland,39
2007,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1512
2007,2849,Itingen,1304,Bezirk Sissach,2,Ausland,297
2007,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4779
2007,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1023
2007,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,905
2007,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,355
2008,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7215
2008,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1727
2008,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14140
2008,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3019
2008,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1407
2008,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,112
2008,2822,Augst,1303,Bezirk Liestal,1,Schweiz,734
2008,2822,Augst,1303,Bezirk Liestal,2,Ausland,162
2008,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10101
2008,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3335
2008,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,526
2008,2841,Anwil,1304,Bezirk Sissach,2,Ausland,44
2008,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1523
2008,2849,Itingen,1304,Bezirk Sissach,2,Ausland,301
2008,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,4952
2008,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1056
2008,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,896
2008,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,346
2009,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7201
2009,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1705
2009,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14172
2009,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3117
2009,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1432
2009,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,117
2009,2822,Augst,1303,Bezirk Liestal,1,Schweiz,729
2009,2822,Augst,1303,Bezirk Liestal,2,Ausland,157
2009,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10126
2009,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3419
2009,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,522
2009,2841,Anwil,1304,Bezirk Sissach,2,Ausland,43
2009,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1541
2009,2849,Itingen,1304,Bezirk Sissach,2,Ausland,317
2009,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5085
2009,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1073
2009,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,890
2009,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,344
2010,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7243
2010,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1744
2010,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14146
2010,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3182
2010,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1453
2010,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,125
2010,2822,Augst,1303,Bezirk Liestal,1,Schweiz,730
2010,2822,Augst,1303,Bezirk Liestal,2,Ausland,154
2010,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10162
2010,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3480
2010,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,530
2010,2841,Anwil,1304,Bezirk Sissach,2,Ausland,41
2010,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1559
2010,2849,Itingen,1304,Bezirk Sissach,2,Ausland,344
2010,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5176
2010,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1049
2010,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,889
2010,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,335
2011,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7261
2011,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1750
2011,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14138
2011,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3213
2011,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1460
2011,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,134
2011,2822,Augst,1303,Bezirk Liestal,1,Schweiz,723
2011,2822,Augst,1303,Bezirk Liestal,2,Ausland,145
2011,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10193
2011,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3527
2011,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,547
2011,2841,Anwil,1304,Bezirk Sissach,2,Ausland,40
2011,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1616
2011,2849,Itingen,1304,Bezirk Sissach,2,Ausland,371
2011,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5249
2011,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1028
2011,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,886
2011,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,336
2012,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7312
2012,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1738
2012,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14133
2012,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3276
2012,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1484
2012,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,140
2012,2822,Augst,1303,Bezirk Liestal,1,Schweiz,709
2012,2822,Augst,1303,Bezirk Liestal,2,Ausland,138
2012,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10208
2012,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3531
2012,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,537
2012,2841,Anwil,1304,Bezirk Sissach,2,Ausland,43
2012,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1630
2012,2849,Itingen,1304,Bezirk Sissach,2,Ausland,365
2012,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5256
2012,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1028
2012,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,868
2012,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,337
2013,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7323
2013,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1774
2013,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14050
2013,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3344
2013,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1472
2013,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,149
2013,2822,Augst,1303,Bezirk Liestal,1,Schweiz,719
2013,2822,Augst,1303,Bezirk Liestal,2,Ausland,141
2013,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10241
2013,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3593
2013,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,541
2013,2841,Anwil,1304,Bezirk Sissach,2,Ausland,41
2013,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1647
2013,2849,Itingen,1304,Bezirk Sissach,2,Ausland,391
2013,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5298
2013,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1046
2013,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,855
2013,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,340
2014,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7316
2014,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1847
2014,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14120
2014,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3411
2014,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1468
2014,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,154
2014,2822,Augst,1303,Bezirk Liestal,1,Schweiz,715
2014,2822,Augst,1303,Bezirk Liestal,2,Ausland,152
2014,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10222
2014,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3766
2014,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,539
2014,2841,Anwil,1304,Bezirk Sissach,2,Ausland,42
2014,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1660
2014,2849,Itingen,1304,Bezirk Sissach,2,Ausland,404
2014,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5398
2014,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1065
2014,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,859
2014,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,328
2015,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7299
2015,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1895
2015,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14115
2015,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3500
2015,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1478
2015,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,162
2015,2822,Augst,1303,Bezirk Liestal,1,Schweiz,720
2015,2822,Augst,1303,Bezirk Liestal,2,Ausland,182
2015,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10266
2015,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3792
2015,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,543
2015,2841,Anwil,1304,Bezirk Sissach,2,Ausland,41
2015,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1665
2015,2849,Itingen,1304,Bezirk Sissach,2,Ausland,402
2015,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5470
2015,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1104
2015,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,838
2015,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,343
2016,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7331
2016,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1929
2016,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14113
2016,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3621
2016,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1483
2016,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,180
2016,2822,Augst,1303,Bezirk Liestal,1,Schweiz,783
2016,2822,Augst,1303,Bezirk Liestal,2,Ausland,214
2016,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10324
2016,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3848
2016,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,544
2016,2841,Anwil,1304,Bezirk Sissach,2,Ausland,41
2016,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1670
2016,2849,Itingen,1304,Bezirk Sissach,2,Ausland,419
2016,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5545
2016,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1183
2016,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,821
2016,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,351
2017,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7316
2017,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1939
2017,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14101
2017,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3713
2017,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1471
2017,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,188
2017,2822,Augst,1303,Bezirk Liestal,1,Schweiz,782
2017,2822,Augst,1303,Bezirk Liestal,2,Ausland,234
2017,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10389
2017,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3880
2017,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,544
2017,2841,Anwil,1304,Bezirk Sissach,2,Ausland,36
2017,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1666
2017,2849,Itingen,1304,Bezirk Sissach,2,Ausland,437
2017,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5533
2017,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1180
2017,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,815
2017,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,350
2018,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7306
2018,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1890
2018,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14130
2018,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3740
2018,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1468
2018,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,183
2018,2822,Augst,1303,Bezirk Liestal,1,Schweiz,787
2018,2822,Augst,1303,Bezirk Liestal,2,Ausland,233
2018,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10447
2018,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3877
2018,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,534
2018,2841,Anwil,1304,Bezirk Sissach,2,Ausland,36
2018,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1674
2018,2849,Itingen,1304,Bezirk Sissach,2,Ausland,443
2018,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5532
2018,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1165
2018,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,781
2018,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,334
2019,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7306
2019,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1831
2019,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14136
2019,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3819
2019,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1476
2019,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,192
2019,2822,Augst,1303,Bezirk Liestal,1,Schweiz,795
2019,2822,Augst,1303,Bezirk Liestal,2,Ausland,243
2019,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10441
2019,2829,Liestal,1303,Bezirk Liestal,2,Ausland,3980
2019,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,527
2019,2841,Anwil,1304,Bezirk Sissach,2,Ausland,34
2019,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1728
2019,2849,Itingen,1304,Bezirk Sissach,2,Ausland,441
2019,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5539
2019,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1161
2019,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,767
2019,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,332
2020,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7335
2020,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1841
2020,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14132
2020,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3906
2020,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1468
2020,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,194
2020,2822,Augst,1303,Bezirk Liestal,1,Schweiz,797
2020,2822,Augst,1303,Bezirk Liestal,2,Ausland,259
2020,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10532
2020,2829,Liestal,1303,Bezirk Liestal,2,Ausland,4061
2020,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,516
2020,2841,Anwil,1304,Bezirk Sissach,2,Ausland,33
2020,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1737
2020,2849,Itingen,1304,Bezirk Sissach,2,Ausland,440
2020,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5563
2020,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1137
2020,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,788
2020,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,349
2021,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7381
2021,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1860
2021,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14049
2021,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,3951
2021,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1497
2021,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,214
2021,2822,Augst,1303,Bezirk Liestal,1,Schweiz,790
2021,2822,Augst,1303,Bezirk Liestal,2,Ausland,273
2021,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10762
2021,2829,Liestal,1303,Bezirk Liestal,2,Ausland,4202
2021,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,506
2021,2841,Anwil,1304,Bezirk Sissach,2,Ausland,28
2021,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1788
2021,2849,Itingen,1304,Bezirk Sissach,2,Ausland,446
2021,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5618
2021,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1161
2021,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,773
2021,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,351
2022,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7391
2022,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,1942
2022,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,13990
2022,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,4091
2022,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1484
2022,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,227
2022,2822,Augst,1303,Bezirk Liestal,1,Schweiz,795
2022,2822,Augst,1303,Bezirk Liestal,2,Ausland,279
2022,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,10911
2022,2829,Liestal,1303,Bezirk Liestal,2,Ausland,4495
2022,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,501
2022,2841,Anwil,1304,Bezirk Sissach,2,Ausland,33
2022,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1865
2022,2849,Itingen,1304,Bezirk Sissach,2,Ausland,486
2022,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5647
2022,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1243
2022,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,770
