jahr,gemeinde,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_unternehmensneugruendungen,ds10180_unternehmensschliessungen,ds10200_jahr_raw,ds10200_bfs_nummer,ds10230_jahr_raw,ds10230_bfs_nummer,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_jahr_raw,ds10680_quartal,ds10680_gemeinde_nummer,ds10680_bezirk_nummer,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_geburtenueberschuss,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_bereinigung_saldo,ds10680_gesamtveraenderung,ds10680_endbestand,ds12070_jahr_raw,ds12070_bfs_nummer,ds12880_jahr_raw,ds12880_quartal,ds12880_bfs_code_gemeinde,ds12880_anzahl_bewilligungen,ds12900_jahr_raw,ds12900_quartal,ds12900_bfs_code_gemeinde,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2006,Laufen,,,,,,,1180.0,4008.0,,,2006.0,2787.0,2006.0,2787.0,13.0,,,59.0,4.5,5.0,,,8024.0,10.0,11148.0,5208.0,20760.0,43.0,50.0,-7.0,329.0,338.0,-9.0,0.0,-16.0,20744.0,2006.0,2787.0,8024.0,10.0,11148.0,67.0,8024.0,10.0,11148.0,55.0,,,,,,,,,,,
2007,Laufen,,,,,,,1183.0,4009.0,,,2007.0,2787.0,2007.0,2787.0,17.0,,,59.0,4.5,5.0,,,8028.0,10.0,11148.0,5208.0,20764.0,54.0,41.0,13.0,351.0,350.0,1.0,0.0,14.0,20778.0,2007.0,2787.0,8028.0,10.0,11148.0,44.0,8028.0,10.0,11148.0,58.0,,,,,,,,,,,
2008,Laufen,,,,,,,1172.0,4002.0,,,2008.0,2787.0,2008.0,2787.0,24.0,,,59.0,4.5,3.5,,,8032.0,10.0,11148.0,5208.0,20689.0,48.0,42.0,6.0,347.0,346.0,1.0,0.0,7.0,20696.0,2008.0,2787.0,8032.0,10.0,11148.0,52.0,8032.0,10.0,11148.0,43.0,,,,,,,,,,,
2009,Laufen,,,,,,,1229.0,4012.0,,,2009.0,2787.0,2009.0,2787.0,9.0,,,59.0,4.5,3.25,,,8036.0,10.0,11148.0,5208.0,20944.0,50.0,38.0,12.0,398.0,371.0,27.0,0.0,39.0,20983.0,2009.0,2787.0,8036.0,10.0,11148.0,33.0,8036.0,10.0,11148.0,38.0,,,,,,,,,,,
2010,Laufen,,,,,,,1238.0,3979.0,,,2010.0,2787.0,2010.0,2787.0,8.0,,,59.0,4.5,3.0,,,8040.0,10.0,11148.0,5208.0,20889.0,51.0,37.0,14.0,328.0,379.0,-51.0,0.0,-37.0,20852.0,2010.0,2787.0,8040.0,10.0,11148.0,52.0,8040.0,10.0,11148.0,39.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2011,Laufen,,,,,,,1233.0,4019.0,,,2011.0,2787.0,2011.0,2787.0,109.0,,,59.0,4.5,2.75,,,8044.0,10.0,11148.0,5208.0,20968.0,40.0,37.0,3.0,423.0,351.0,72.0,0.0,75.0,21043.0,2011.0,2787.0,8044.0,10.0,11148.0,42.0,8044.0,10.0,11148.0,48.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2012,Laufen,832.0,741.0,305.0,283.0,103.0,55.0,1270.0,4064.0,,,2012.0,2787.0,2012.0,2787.0,28.0,,,59.0,4.5,2.75,,,8048.0,10.0,11148.0,5208.0,21314.0,33.0,50.0,-17.0,446.0,384.0,62.0,0.0,45.0,21359.0,2012.0,2787.0,8048.0,10.0,11148.0,40.0,8048.0,10.0,11148.0,39.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2013,Laufen,874.0,751.0,306.0,289.0,104.0,49.0,1302.0,4085.0,( )15,420,2013.0,2787.0,2013.0,2787.0,4.0,,,59.0,4.5,2.75,3408.0,183746310.0,8052.0,10.0,11148.0,5208.0,21515.0,48.0,44.0,4.0,428.0,372.0,56.0,0.0,60.0,21575.0,2013.0,2787.0,8052.0,10.0,11148.0,38.0,8052.0,10.0,11148.0,41.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2014,Laufen,917.0,786.0,300.0,300.0,104.0,46.0,1348.0,4107.0,525,419,2014.0,2787.0,2014.0,2787.0,42.0,,,59.0,4.5,2.75,3503.0,187572154.0,8056.0,10.0,11148.0,5208.0,21764.0,39.0,47.0,-8.0,463.0,347.0,116.0,0.0,108.0,21872.0,2014.0,2787.0,8056.0,10.0,11148.0,41.0,8056.0,10.0,11148.0,33.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2015,Laufen,919.0,785.0,292.0,316.0,97.0,52.0,1383.0,4156.0,( )17,( )20,2015.0,2787.0,2015.0,2787.0,49.0,,,59.0,4.5,2.75,3530.0,189446810.0,8060.0,10.0,11148.0,5208.0,22132.0,57.0,50.0,7.0,462.0,422.0,40.0,0.0,47.0,22179.0,2015.0,2787.0,8060.0,10.0,11148.0,36.0,8060.0,10.0,11148.0,48.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2016,Laufen,904.0,796.0,296.0,299.0,113.0,46.0,1459.0,4115.0,015,( )16,2016.0,2787.0,2016.0,2787.0,19.0,,,59.0,4.5,2.75,3522.0,188754068.0,8064.0,10.0,11148.0,5208.0,22291.0,46.0,60.0,-14.0,428.0,409.0,19.0,0.0,5.0,22296.0,2016.0,2787.0,8064.0,10.0,11148.0,39.0,8064.0,10.0,11148.0,33.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2017,Laufen,921.0,800.0,299.0,305.0,110.0,45.0,1452.0,4112.0,427,617,2017.0,2787.0,2017.0,2787.0,41.0,,,59.0,4.5,2.75,3517.0,196371323.0,8068.0,10.0,11148.0,5208.0,22246.0,54.0,55.0,-1.0,414.0,397.0,17.0,0.0,16.0,22262.0,2017.0,2787.0,8068.0,10.0,11148.0,36.0,8068.0,10.0,11148.0,34.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2018,Laufen,918.0,830.0,283.0,310.0,108.0,50.0,1462.0,4164.0,( )22,512,2018.0,2787.0,2018.0,2787.0,62.0,,,59.0,4.5,2.75,3616.0,200765402.0,8072.0,10.0,11148.0,5208.0,22474.0,48.0,38.0,10.0,420.0,375.0,45.0,0.0,55.0,22529.0,2018.0,2787.0,8072.0,10.0,11148.0,35.0,8072.0,10.0,11148.0,34.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2019,Laufen,967.0,846.0,290.0,305.0,106.0,41.0,1481.0,4201.0,( )25,( )19,2019.0,2787.0,2019.0,2787.0,20.0,,,59.0,4.5,2.75,3697.0,202350459.0,8076.0,10.0,11148.0,5208.0,22716.0,42.0,46.0,-4.0,441.0,418.0,23.0,0.0,19.0,22735.0,2019.0,2787.0,8076.0,10.0,11148.0,43.0,8076.0,10.0,11148.0,43.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2020,Laufen,1037.0,882.0,297.0,303.0,106.0,39.0,1476.0,4246.0,417,420,2020.0,2787.0,2020.0,2787.0,113.0,,,59.0,4.5,0.55,3812.0,208701634.0,8080.0,10.0,11148.0,5208.0,22821.0,45.0,49.0,-4.0,529.0,393.0,136.0,0.0,132.0,22953.0,2020.0,2787.0,8080.0,10.0,11148.0,27.0,8080.0,10.0,11148.0,31.0,,,,,,,,,,,
2021,Laufen,1055.0,885.0,289.0,321.0,97.0,39.0,1532.0,4286.0,435,512,2021.0,2787.0,2021.0,2787.0,18.0,,,59.0,4.5,0.55,3829.0,211814401.0,8084.0,10.0,11148.0,5208.0,23256.0,47.0,45.0,2.0,434.0,401.0,33.0,0.0,35.0,23291.0,2021.0,2787.0,8084.0,10.0,11148.0,33.0,8084.0,10.0,11148.0,37.0,,,,,,,,,,,
2022,Laufen,1073.0,905.0,299.0,331.0,98.0,35.0,1590.0,4338.0,( )20,,2022.0,2787.0,2022.0,2787.0,16.0,,,59.0,5.0,0.55,3837.0,216884267.0,8088.0,10.0,11148.0,5208.0,23626.0,49.0,57.0,-8.0,559.0,375.0,184.0,0.0,176.0,23802.0,2022.0,2787.0,8088.0,10.0,11148.0,43.0,8088.0,10.0,11148.0,43.0,,,,,,,,,,,
2023,Laufen,1078.0,882.0,311.0,334.0,97.0,46.0,1675.0,4336.0,( )20,,2023.0,2787.0,2023.0,2787.0,25.0,55.0,55.0,59.0,,,,,8092.0,10.0,11148.0,5208.0,24026.0,55.0,65.0,-10.0,520.0,476.0,44.0,0.0,34.0,24060.0,2023.0,2787.0,8092.0,10.0,11148.0,29.0,8092.0,10.0,11148.0,37.0,,,,,,,,,,,
2024,Laufen,1084.0,880.0,334.0,315.0,103.0,49.0,1754.0,4298.0,,,2024.0,2787.0,2024.0,2787.0,38.0,55.0,55.0,59.0,,,,,8096.0,10.0,11148.0,5208.0,24187.0,36.0,56.0,-20.0,490.0,430.0,60.0,0.0,40.0,24227.0,2024.0,2787.0,8096.0,10.0,11148.0,43.0,8096.0,10.0,11148.0,33.0,,,,,,,,,,,
2025,Laufen,,,,,,,,,,,,,,,,55.0,55.0,59.0,,,,,6075.0,6.0,8361.0,3906.0,18246.0,28.0,51.0,-23.0,395.0,354.0,41.0,0.0,18.0,18264.0,,,4050.0,3.0,5574.0,20.0,4050.0,3.0,5574.0,14.0,,,,,,,,,,,
1975,Lausen,,,,,,,,,,,,,,,,,,67.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Lausen,,,,,,,,,,,,,,,,,,68.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Lausen,,,,,,,,,,,,,,,,,,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Lausen,,,,,,,,,,,,,,,,,,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Lausen,,,,,,,,,,,1979.0,2828.0,,,,,,69.3,,,,,,,,,,,,,,,,,,,1979.0,2828.0,,,,,,,,,,,,,,,,,,,
1980,Lausen,,,,,,,613.0,2858.0,,,1980.0,2828.0,,,,,,69.25,,,,,,,,,,,,,,,,,,,1980.0,2828.0,,,,,,,,,,,,,,,,,,,
1981,Lausen,,,,,,,648.0,2902.0,,,1981.0,2828.0,,,,,,69.25,,,,,,,,,,,,,,,,,,,1981.0,2828.0,,,,,,,,,,,,,,,,,,,
1982,Lausen,,,,,,,656.0,2913.0,,,1982.0,2828.0,,,,,,69.0,,,,,,,,,,,,,,,,,,,1982.0,2828.0,,,,,,,,,,,,,,,,,,,
1983,Lausen,,,,,,,646.0,3000.0,,,1983.0,2828.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1983.0,2828.0,,,,,,,,,,,,,,,,,,,
1984,Lausen,,,,,,,645.0,3105.0,,,1984.0,2828.0,,,,,,66.0,,,,,,,,,,,,,,,,,,,1984.0,2828.0,,,,,,,,,,,,,,,,,,,
1985,Lausen,,,,,,,657.0,3137.0,,,1985.0,2828.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1985.0,2828.0,,,,,,,,,,,,,,,,,,,
1986,Lausen,,,,,,,645.0,3221.0,,,1986.0,2828.0,,,,,,63.0,,,,,,,,,,,,,,,,,,,1986.0,2828.0,,,,,,,,,,,,,,,,,,,
1987,Lausen,,,,,,,640.0,3271.0,,,1987.0,2828.0,,,,,,61.0,,,,,,,,,,,,,,,,,,,1987.0,2828.0,,,,,,,,,,,,,,,,,,,
1988,Lausen,,,,,,,662.0,3337.0,,,1988.0,2828.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,1988.0,2828.0,,,,,,,,,,,,,,,,,,,
1989,Lausen,,,,,,,694.0,3404.0,,,1989.0,2828.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,1989.0,2828.0,,,,,,,,,,,,,,,,,,,
1990,Lausen,,,,,,,772.0,3504.0,,,1990.0,2828.0,,,,,,53.0,,,,,,,,,,,,,,,,,,,1990.0,2828.0,,,,,,,,,,,,,,,,,,,
1991,Lausen,,,,,,,839.0,3511.0,,,1991.0,2828.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1991.0,2828.0,,,,,,,,,,,,,,,,,,,
1992,Lausen,,,,,,,886.0,3544.0,,,1992.0,2828.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1992.0,2828.0,,,,,,,,,,,,,,,,,,,
1993,Lausen,,,,,,,906.0,3531.0,,,1993.0,2828.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,1993.0,2828.0,,,,,,,,,,,,,,,,,,,
1994,Lausen,,,,,,,917.0,3544.0,,,1994.0,2828.0,1994.0,2828.0,10.0,,,52.0,,,,,,,,,,,,,,,,,,,1994.0,2828.0,,,,,,,,,,,,,,,,,,,
1995,Lausen,,,,,,,928.0,3577.0,,,1995.0,2828.0,1995.0,2828.0,13.0,,,53.0,,,,,,,,,,,,,,,,,,,1995.0,2828.0,,,,,,,,,,,,,,,,,,,
1996,Lausen,,,,,,,926.0,3547.0,,,1996.0,2828.0,1996.0,2828.0,43.0,,,53.0,,,,,,,,,,,,,,,,,,,1996.0,2828.0,,,,,,,,,,,,,,,,,,,
1997,Lausen,,,,,,,926.0,3577.0,,,1997.0,2828.0,1997.0,2828.0,53.0,,,53.0,,,,,,,,,,,,,,,,,,,1997.0,2828.0,,,,,,,,,,,,,,,,,,,
1998,Lausen,,,,,,,938.0,3623.0,,,1998.0,2828.0,1998.0,2828.0,76.0,,,53.0,,,,,,,,,,,,,,,,,,,1998.0,2828.0,,,,,,,,,,,,,,,,,,,
1999,Lausen,,,,,,,1003.0,3599.0,,,1999.0,2828.0,1999.0,2828.0,43.0,,,53.0,,,,,,,,,,,,,,,,,,,1999.0,2828.0,,,,,,,,,,,,,,,,,,,
2000,Lausen,,,,,,,1051.0,3609.0,,,2000.0,2828.0,2000.0,2828.0,85.0,,,53.0,3.5,5.0,,,,,,,,,,,,,,,,,2000.0,2828.0,,,,,,,,,,,,,,,,,,,
2001,Lausen,,,,,,,1064.0,3656.0,,,2001.0,2828.0,2001.0,2828.0,130.0,,,53.0,3.5,5.0,,,,,,,,,,,,,,,,,2001.0,2828.0,,,,,,,,,,,,,,,,,,,
2002,Lausen,,,,,,,1111.0,3669.0,,,2002.0,2828.0,2002.0,2828.0,4.0,,,53.0,3.7,5.3,,,,,,,,,,,,,,,,,2002.0,2828.0,,,,,,,,,,,,,,,,,,,
2003,Lausen,,,,,,,1123.0,3712.0,,,2003.0,2828.0,2003.0,2828.0,5.0,,,53.0,3.7,5.3,,,8012.0,10.0,11312.0,5212.0,19341.0,43.0,24.0,19.0,324.0,349.0,-25.0,1.0,-5.0,19336.0,2003.0,2828.0,,,,,,,,,,,,,,,,,,,
2004,Lausen,,,,,,,1122.0,3700.0,,,2004.0,2828.0,2004.0,2828.0,26.0,,,53.0,3.7,5.3,,,8016.0,10.0,11312.0,5212.0,19288.0,53.0,27.0,26.0,366.0,388.0,-22.0,-1.0,3.0,19291.0,2004.0,2828.0,,,,,,,,,,,,,,,,,,,
2005,Lausen,,,,,,,1148.0,3678.0,,,2005.0,2828.0,2005.0,2828.0,31.0,,,53.0,3.7,5.3,,,8020.0,10.0,11312.0,5212.0,19307.0,38.0,29.0,9.0,349.0,367.0,-18.0,0.0,-9.0,19298.0,2005.0,2828.0,8020.0,10.0,11312.0,57.0,8020.0,10.0,11312.0,65.0,,,,,,,,,,,
2006,Lausen,,,,,,,1153.0,3614.0,,,2006.0,2828.0,2006.0,2828.0,10.0,,,53.0,3.7,5.3,,,8024.0,10.0,11312.0,5212.0,19096.0,49.0,28.0,21.0,262.0,342.0,-80.0,0.0,-59.0,19037.0,2006.0,2828.0,8024.0,10.0,11312.0,42.0,8024.0,10.0,11312.0,33.0,,,,,,,,,,,
2007,Lausen,,,,,,,1151.0,3622.0,,,2007.0,2828.0,2007.0,2828.0,18.0,,,53.0,3.7,5.3,,,8028.0,10.0,11312.0,5212.0,19073.0,49.0,30.0,19.0,369.0,349.0,20.0,-1.0,38.0,19111.0,2007.0,2828.0,8028.0,10.0,11312.0,37.0,8028.0,10.0,11312.0,41.0,,,,,,,,,,,
2008,Lausen,,,,,,,1179.0,3650.0,,,2008.0,2828.0,2008.0,2828.0,3.0,,,53.0,3.7,3.5,,,8032.0,10.0,11312.0,5212.0,19296.0,27.0,39.0,-12.0,396.0,346.0,50.0,0.0,38.0,19334.0,2008.0,2828.0,8032.0,10.0,11312.0,36.0,8032.0,10.0,11312.0,31.0,,,,,,,,,,,
2009,Lausen,,,,,,,1173.0,3661.0,,,2009.0,2828.0,2009.0,2828.0,29.0,,,53.0,3.7,3.5,,,8036.0,10.0,11312.0,5212.0,19327.0,44.0,29.0,15.0,350.0,347.0,3.0,0.0,18.0,19345.0,2009.0,2828.0,8036.0,10.0,11312.0,41.0,8036.0,10.0,11312.0,38.0,,,,,,,,,,,
2010,Lausen,,,,,,,1179.0,3678.0,,,2010.0,2828.0,2010.0,2828.0,4.0,,,55.0,3.7,3.5,,,8040.0,10.0,11312.0,5212.0,19422.0,38.0,32.0,6.0,364.0,353.0,11.0,0.0,17.0,19439.0,2010.0,2828.0,8040.0,10.0,11312.0,51.0,8040.0,10.0,11312.0,46.0,1040.6684608293767,1247.1673793456018,1506.7558907890004,1843.564264389224,1367.600261348403,102.0717535368,74.8057294176,908.0017058836,1016.292641898,139.2774266599,2240.4492573959
2011,Lausen,,,,,,,1205.0,3641.0,,,2011.0,2828.0,2011.0,2828.0,24.0,,,55.0,3.7,2.75,,,8044.0,10.0,11312.0,5212.0,19393.0,38.0,27.0,11.0,365.0,393.0,-28.0,0.0,-17.0,19376.0,2011.0,2828.0,8044.0,10.0,11312.0,31.0,8044.0,10.0,11312.0,32.0,1040.6684608293767,1247.1673793456018,1506.7558907890004,1843.564264389224,1367.600261348403,102.0717535368,74.8057294176,908.0017058836,1016.292641898,139.2774266599,2240.4492573959
2012,Lausen,555.0,773.0,288.0,309.0,88.0,30.0,1240.0,3628.0,,,2012.0,2828.0,2012.0,2828.0,29.0,,,55.0,3.7,2.75,,,8048.0,10.0,11312.0,5212.0,19458.0,50.0,33.0,17.0,372.0,357.0,15.0,0.0,32.0,19490.0,2012.0,2828.0,8048.0,10.0,11312.0,33.0,8048.0,10.0,11312.0,37.0,1040.6684608293767,1247.1673793456018,1506.7558907890004,1843.564264389224,1367.600261348403,102.0717535368,74.8057294176,908.0017058836,1016.292641898,139.2774266599,2240.4492573959
2013,Lausen,558.0,792.0,311.0,315.0,87.0,28.0,1303.0,3650.0,( )18,( )15,2013.0,2828.0,2013.0,2828.0,14.0,,,55.0,3.7,2.75,2956.0,171868777.0,8052.0,10.0,11312.0,5212.0,19751.0,41.0,30.0,11.0,411.0,298.0,113.0,0.0,124.0,19875.0,2013.0,2828.0,8052.0,10.0,11312.0,34.0,8052.0,10.0,11312.0,31.0,1040.6684608293767,1247.1673793456018,1506.7558907890004,1843.564264389224,1367.600261348403,102.0717535368,74.8057294176,908.0017058836,1016.292641898,139.2774266599,2240.4492573959
2014,Lausen,551.0,821.0,312.0,306.0,97.0,27.0,1354.0,3674.0,620,( )17,2014.0,2828.0,2014.0,2828.0,24.0,,,55.0,3.7,2.75,3000.0,178588926.0,8056.0,10.0,11312.0,5212.0,20088.0,43.0,44.0,-1.0,433.0,388.0,45.0,0.0,44.0,20132.0,2014.0,2828.0,8056.0,10.0,11312.0,28.0,8056.0,10.0,11312.0,29.0,1040.6684608293767,1247.1673793456018,1506.7558907890004,1843.564264389224,1367.600261348403,102.0717535368,74.8057294176,908.0017058836,1016.292641898,139.2774266599,2240.4492573959
2015,Lausen,545.0,793.0,315.0,311.0,97.0,28.0,1388.0,3661.0,( )12,( )14,2015.0,2828.0,2015.0,2828.0,4.0,,,55.0,3.7,2.75,2976.0,174875440.0,8060.0,10.0,11312.0,5212.0,20208.0,54.0,48.0,6.0,341.0,370.0,-29.0,0.0,-23.0,20185.0,2015.0,2828.0,8060.0,10.0,11312.0,30.0,8060.0,10.0,11312.0,36.0,1180.4338612591328,1372.700483256296,1458.0627151771855,1984.025791648559,1398.6353033867194,62.0722104021,52.2507125055,906.6415289426,1108.4905082867,133.7291801592,2263.1841402961
2016,Lausen,580.0,797.0,326.0,305.0,87.0,33.0,1398.0,3655.0,( )19,( )10,2016.0,2828.0,2016.0,2828.0,57.0,,,55.0,3.7,2.75,2998.0,195702660.0,8064.0,10.0,11312.0,5212.0,20193.0,56.0,38.0,18.0,393.0,368.0,25.0,0.0,43.0,20236.0,2016.0,2828.0,8064.0,10.0,11312.0,38.0,8064.0,10.0,11312.0,36.0,1180.4338612591328,1372.700483256296,1458.0627151771855,1984.025791648559,1398.6353033867194,62.0722104021,52.2507125055,906.6415289426,1108.4905082867,133.7291801592,2263.1841402961
2017,Lausen,625.0,821.0,309.0,312.0,94.0,30.0,1432.0,3671.0,( )15,( )14,2017.0,2828.0,2017.0,2828.0,129.0,,,55.0,3.7,2.75,3061.0,183838188.0,8068.0,10.0,11312.0,5212.0,20364.0,48.0,41.0,7.0,443.0,360.0,83.0,0.0,90.0,20454.0,2017.0,2828.0,8068.0,10.0,11312.0,32.0,8068.0,10.0,11312.0,36.0,1180.4338612591328,1372.700483256296,1458.0627151771855,1984.025791648559,1398.6353033867194,62.0722104021,52.2507125055,906.6415289426,1108.4905082867,133.7291801592,2263.1841402961
2018,Lausen,645.0,871.0,306.0,314.0,85.0,27.0,1480.0,3719.0,519,( )19,2018.0,2828.0,2018.0,2828.0,19.0,,,55.0,3.7,2.75,3099.0,184687445.0,8072.0,10.0,11312.0,5212.0,20772.0,52.0,29.0,23.0,410.0,382.0,28.0,0.0,51.0,20823.0,2018.0,2828.0,8072.0,10.0,11312.0,39.0,8072.0,10.0,11312.0,38.0,1180.4338612591328,1372.700483256296,1458.0627151771855,1984.025791648559,1398.6353033867194,62.0722104021,52.2507125055,906.6415289426,1108.4905082867,133.7291801592,2263.1841402961
2019,Lausen,671.0,884.0,302.0,330.0,87.0,26.0,1507.0,3759.0,( )10,( )18,2019.0,2828.0,2019.0,2828.0,30.0,,,55.0,3.7,2.75,3162.0,191515990.0,8076.0,10.0,11312.0,5212.0,21008.0,52.0,37.0,15.0,426.0,333.0,93.0,0.0,108.0,21116.0,2019.0,2828.0,8076.0,10.0,11312.0,29.0,8076.0,10.0,11312.0,28.0,1180.4338612591328,1372.700483256296,1458.0627151771855,1984.025791648559,1398.6353033867194,62.0722104021,52.2507125055,906.6415289426,1108.4905082867,133.7291801592,2263.1841402961
2020,Lausen,717.0,908.0,328.0,325.0,88.0,23.0,1534.0,3830.0,611,( )16,2020.0,2828.0,2020.0,2828.0,151.0,,,55.0,3.7,0.55,3289.0,197430802.0,8080.0,10.0,11312.0,5212.0,21383.0,41.0,30.0,11.0,552.0,417.0,135.0,-1.0,145.0,21528.0,2020.0,2828.0,8080.0,10.0,11312.0,29.0,8080.0,10.0,11312.0,35.0,,,,,,,,,,,
2021,Lausen,794.0,963.0,325.0,328.0,100.0,25.0,1617.0,3982.0,513,( )19,2021.0,2828.0,2021.0,2828.0,128.0,,,55.0,3.7,0.55,3465.0,208770109.0,8084.0,10.0,11312.0,5212.0,22263.0,58.0,37.0,21.0,630.0,385.0,245.0,0.0,266.0,22529.0,2021.0,2828.0,8084.0,10.0,11312.0,37.0,8084.0,10.0,11312.0,31.0,,,,,,,,,,,
2022,Lausen,811.0,946.0,330.0,332.0,104.0,27.0,1683.0,4095.0,522,,2022.0,2828.0,2022.0,2828.0,1.0,,,55.0,3.7,0.55,3468.0,213274338.0,8088.0,10.0,11312.0,5212.0,23069.0,69.0,40.0,29.0,486.0,431.0,55.0,0.0,84.0,23153.0,2022.0,2828.0,8088.0,10.0,11312.0,40.0,8088.0,10.0,11312.0,38.0,,,,,,,,,,,
2023,Lausen,821.0,946.0,323.0,343.0,103.0,28.0,1724.0,4111.0,( )19,,2023.0,2828.0,2023.0,2828.0,1.0,55.0,55.0,55.0,,,,,8092.0,10.0,11312.0,5212.0,23318.0,47.0,39.0,8.0,482.0,452.0,30.0,0.0,38.0,23356.0,2023.0,2828.0,8092.0,10.0,11312.0,34.0,8092.0,10.0,11312.0,39.0,,,,,,,,,,,
2024,Lausen,836.0,924.0,335.0,350.0,103.0,33.0,1763.0,4140.0,,,2024.0,2828.0,2024.0,2828.0,17.0,55.0,55.0,55.0,,,,,8096.0,10.0,11312.0,5212.0,23585.0,58.0,36.0,22.0,485.0,457.0,28.0,0.0,50.0,23635.0,2024.0,2828.0,8096.0,10.0,11312.0,26.0,8096.0,10.0,11312.0,36.0,,,,,,,,,,,
2025,Lausen,,,,,,,,,,,,,,,,55.0,55.0,55.0,,,,,6075.0,6.0,8484.0,3909.0,17723.0,38.0,33.0,5.0,302.0,295.0,7.0,0.0,12.0,17735.0,,,4050.0,3.0,5656.0,21.0,4050.0,3.0,5656.0,15.0,,,,,,,,,,,
1975,Lauwil,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Lauwil,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Lauwil,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Lauwil,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Lauwil,,,,,,,,,,,1979.0,2889.0,,,,,,67.0,,,,,,,,,,,,,,,,,,,1979.0,2889.0,,,,,,,,,,,,,,,,,,,
1980,Lauwil,,,,,,,8.0,308.0,,,1980.0,2889.0,,,,,,67.0,,,,,,,,,,,,,,,,,,,1980.0,2889.0,,,,,,,,,,,,,,,,,,,
1981,Lauwil,,,,,,,8.0,309.0,,,1981.0,2889.0,,,,,,64.0,,,,,,,,,,,,,,,,,,,1981.0,2889.0,,,,,,,,,,,,,,,,,,,
