jahr,gemeinde,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_unternehmensneugruendungen,ds10180_unternehmensschliessungen,ds10200_jahr_raw,ds10200_bfs_nummer,ds10230_jahr_raw,ds10230_bfs_nummer,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_jahr_raw,ds10680_quartal,ds10680_gemeinde_nummer,ds10680_bezirk_nummer,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_geburtenueberschuss,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_bereinigung_saldo,ds10680_gesamtveraenderung,ds10680_endbestand,ds12070_jahr_raw,ds12070_bfs_nummer,ds12880_jahr_raw,ds12880_quartal,ds12880_bfs_code_gemeinde,ds12880_anzahl_bewilligungen,ds12900_jahr_raw,ds12900_quartal,ds12900_bfs_code_gemeinde,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2024,Bennwil,71.0,110.0,37.0,34.0,18.0,7.0,64.0,630.0,,,2024.0,2882.0,2024.0,2882.0,1.0,55.0,55.0,64.0,,,,,8096.0,10.0,11528.0,5220.0,2772.0,7.0,3.0,4.0,48.0,50.0,-2.0,0.0,2.0,2774.0,2024.0,2882.0,4048.0,5.0,5764.0,9.0,6072.0,9.0,8646.0,7.0,,,,,,,,,,,
2025,Bennwil,,,,,,,,,,,,,,,,55.0,55.0,64.0,,,,,6075.0,6.0,8646.0,3915.0,2073.0,6.0,2.0,4.0,38.0,48.0,-10.0,0.0,-6.0,2067.0,,,4050.0,3.0,5764.0,3.0,2025.0,1.0,2882.0,2.0,,,,,,,,,,,
1975,Biel-Benken,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Biel-Benken,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Biel-Benken,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Biel-Benken,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Biel-Benken,,,,,,,,,,,1979.0,2764.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,1979.0,2764.0,,,,,,,,,,,,,,,,,,,
1980,Biel-Benken,,,,,,,136.0,1785.0,,,1980.0,2764.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,1980.0,2764.0,,,,,,,,,,,,,,,,,,,
1981,Biel-Benken,,,,,,,127.0,1834.0,,,1981.0,2764.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,1981.0,2764.0,,,,,,,,,,,,,,,,,,,
1982,Biel-Benken,,,,,,,119.0,1885.0,,,1982.0,2764.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,1982.0,2764.0,,,,,,,,,,,,,,,,,,,
1983,Biel-Benken,,,,,,,115.0,1923.0,,,1983.0,2764.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,1983.0,2764.0,,,,,,,,,,,,,,,,,,,
1984,Biel-Benken,,,,,,,116.0,1939.0,,,1984.0,2764.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,1984.0,2764.0,,,,,,,,,,,,,,,,,,,
1985,Biel-Benken,,,,,,,116.0,2001.0,,,1985.0,2764.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,1985.0,2764.0,,,,,,,,,,,,,,,,,,,
1986,Biel-Benken,,,,,,,132.0,2056.0,,,1986.0,2764.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,1986.0,2764.0,,,,,,,,,,,,,,,,,,,
1987,Biel-Benken,,,,,,,157.0,2080.0,,,1987.0,2764.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,1987.0,2764.0,,,,,,,,,,,,,,,,,,,
1988,Biel-Benken,,,,,,,155.0,2099.0,,,1988.0,2764.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,1988.0,2764.0,,,,,,,,,,,,,,,,,,,
1989,Biel-Benken,,,,,,,135.0,2117.0,,,1989.0,2764.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,1989.0,2764.0,,,,,,,,,,,,,,,,,,,
1990,Biel-Benken,,,,,,,154.0,2157.0,,,1990.0,2764.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,1990.0,2764.0,,,,,,,,,,,,,,,,,,,
1991,Biel-Benken,,,,,,,167.0,2164.0,,,1991.0,2764.0,,,,,,46.0,,,,,,,,,,,,,,,,,,,1991.0,2764.0,,,,,,,,,,,,,,,,,,,
1992,Biel-Benken,,,,,,,176.0,2170.0,,,1992.0,2764.0,,,,,,46.0,,,,,,,,,,,,,,,,,,,1992.0,2764.0,,,,,,,,,,,,,,,,,,,
1993,Biel-Benken,,,,,,,172.0,2151.0,,,1993.0,2764.0,,,,,,46.0,,,,,,,,,,,,,,,,,,,1993.0,2764.0,,,,,,,,,,,,,,,,,,,
1994,Biel-Benken,,,,,,,180.0,2163.0,,,1994.0,2764.0,1994.0,2764.0,13.0,,,46.0,,,,,,,,,,,,,,,,,,,1994.0,2764.0,,,,,,,,,,,,,,,,,,,
1995,Biel-Benken,,,,,,,173.0,2170.0,,,1995.0,2764.0,1995.0,2764.0,16.0,,,46.0,,,,,,,,,,,,,,,,,,,1995.0,2764.0,,,,,,,,,,,,,,,,,,,
1996,Biel-Benken,,,,,,,181.0,2207.0,,,1996.0,2764.0,1996.0,2764.0,44.0,,,46.0,,,,,,,,,,,,,,,,,,,1996.0,2764.0,,,,,,,,,,,,,,,,,,,
1997,Biel-Benken,,,,,,,186.0,2275.0,,,1997.0,2764.0,1997.0,2764.0,38.0,,,46.0,,,,,,,,,,,,,,,,,,,1997.0,2764.0,,,,,,,,,,,,,,,,,,,
1998,Biel-Benken,,,,,,,195.0,2348.0,,,1998.0,2764.0,1998.0,2764.0,32.0,,,46.0,,,,,,,,,,,,,,,,,,,1998.0,2764.0,,,,,,,,,,,,,,,,,,,
1999,Biel-Benken,,,,,,,202.0,2416.0,,,1999.0,2764.0,1999.0,2764.0,29.0,,,46.0,,,,,,,,,,,,,,,,,,,1999.0,2764.0,,,,,,,,,,,,,,,,,,,
2000,Biel-Benken,,,,,,,219.0,2519.0,,,2000.0,2764.0,2000.0,2764.0,27.0,,,46.0,3.5,5.0,,,,,,,,,,,,,,,,,2000.0,2764.0,,,,,,,,,,,,,,,,,,,
2001,Biel-Benken,,,,,,,247.0,2563.0,,,2001.0,2764.0,2001.0,2764.0,29.0,,,46.0,3.5,5.0,,,,,,,,,,,,,,,,,2001.0,2764.0,,,,,,,,,,,,,,,,,,,
2002,Biel-Benken,,,,,,,250.0,2546.0,,,2002.0,2764.0,2002.0,2764.0,14.0,,,49.0,3.5,5.0,,,,,,,,,,,,,,,,,2002.0,2764.0,,,,,,,,,,,,,,,,,,,
2003,Biel-Benken,,,,,,,274.0,2563.0,,,2003.0,2764.0,2003.0,2764.0,16.0,,,49.0,3.5,5.0,,,8012.0,10.0,11056.0,5204.0,11313.0,29.0,15.0,14.0,291.0,232.0,59.0,-2.0,71.0,11384.0,2003.0,2764.0,,,,,,,,,,,,,,,,,,,
2004,Biel-Benken,,,,,,,296.0,2587.0,,,2004.0,2764.0,2004.0,2764.0,19.0,,,49.0,3.5,5.0,,,8016.0,10.0,11056.0,5204.0,11528.0,25.0,13.0,12.0,220.0,221.0,-1.0,0.0,11.0,11539.0,2004.0,2764.0,,,,,,,,,,,,,,,,,,,
2005,Biel-Benken,,,,,,,278.0,2608.0,,,2005.0,2764.0,2005.0,2764.0,51.0,,,49.0,3.5,5.0,,,8020.0,10.0,11056.0,5204.0,11528.0,30.0,19.0,11.0,241.0,220.0,21.0,0.0,32.0,11560.0,2005.0,2764.0,8020.0,10.0,11056.0,33.0,8020.0,10.0,11056.0,40.0,,,,,,,,,,,
2006,Biel-Benken,,,,,,,298.0,2674.0,,,2006.0,2764.0,2006.0,2764.0,37.0,,,49.0,3.5,5.0,,,8024.0,10.0,11056.0,5204.0,11822.0,20.0,15.0,5.0,347.0,215.0,132.0,0.0,137.0,11959.0,2006.0,2764.0,8024.0,10.0,11056.0,49.0,8024.0,10.0,11056.0,41.0,,,,,,,,,,,
2007,Biel-Benken,,,,,,,334.0,2745.0,,,2007.0,2764.0,2007.0,2764.0,14.0,,,46.0,3.5,5.0,,,8028.0,10.0,11056.0,5204.0,12286.0,27.0,9.0,18.0,264.0,226.0,38.0,0.0,56.0,12342.0,2007.0,2764.0,8028.0,10.0,11056.0,29.0,8028.0,10.0,11056.0,32.0,,,,,,,,,,,
2008,Biel-Benken,,,,,,,365.0,2746.0,,,2008.0,2764.0,2008.0,2764.0,14.0,,,46.0,3.5,2.0,,,8032.0,10.0,11056.0,5204.0,12425.0,24.0,19.0,5.0,230.0,203.0,27.0,0.0,32.0,12457.0,2008.0,2764.0,8032.0,10.0,11056.0,24.0,8032.0,10.0,11056.0,36.0,,,,,,,,,,,
2009,Biel-Benken,,,,,,,382.0,2735.0,,,2009.0,2764.0,2009.0,2764.0,32.0,,,49.0,3.5,2.0,,,8036.0,10.0,11056.0,5204.0,12475.0,15.0,24.0,-9.0,186.0,196.0,-10.0,0.0,-19.0,12456.0,2009.0,2764.0,8036.0,10.0,11056.0,43.0,8036.0,10.0,11056.0,32.0,,,,,,,,,,,
2010,Biel-Benken,,,,,,,373.0,2753.0,,,2010.0,2764.0,2010.0,2764.0,26.0,,,49.0,3.5,2.0,,,8040.0,10.0,11056.0,5204.0,12506.0,24.0,23.0,1.0,219.0,224.0,-5.0,0.0,-4.0,12502.0,2010.0,2764.0,8040.0,10.0,11056.0,32.0,8040.0,10.0,11056.0,32.0,1101.16873091209,1540.3534976208773,1710.781271146861,2327.746441725699,1631.9944303924408,46.6938580377,0.0,833.1045575414,307.6548518412,136.6589236571,1326.9899667893
2011,Biel-Benken,,,,,,,376.0,2765.0,,,2011.0,2764.0,2011.0,2764.0,12.0,,,49.0,3.5,2.0,,,8044.0,10.0,11056.0,5204.0,12546.0,15.0,12.0,3.0,221.0,186.0,35.0,-2.0,36.0,12582.0,2011.0,2764.0,8044.0,10.0,11056.0,29.0,8044.0,10.0,11056.0,29.0,1101.16873091209,1540.3534976208773,1710.781271146861,2327.746441725699,1631.9944303924408,46.6938580377,0.0,833.1045575414,307.6548518412,136.6589236571,1326.9899667893
2012,Biel-Benken,290.0,520.0,182.0,203.0,70.0,21.0,389.0,2782.0,,,2012.0,2764.0,2012.0,2764.0,15.0,,,49.0,3.5,2.0,,,8048.0,10.0,11056.0,5204.0,12657.0,15.0,14.0,1.0,226.0,178.0,48.0,0.0,49.0,12706.0,2012.0,2764.0,8048.0,10.0,11056.0,31.0,8048.0,10.0,11056.0,31.0,1101.16873091209,1540.3534976208773,1710.781271146861,2327.746441725699,1631.9944303924408,46.6938580377,0.0,833.1045575414,307.6548518412,136.6589236571,1326.9899667893
2013,Biel-Benken,286.0,551.0,176.0,217.0,69.0,18.0,420.0,2828.0,120,414,2013.0,2764.0,2013.0,2764.0,34.0,,,49.0,3.5,2.0,1851.0,171171824.0,8052.0,10.0,11056.0,5204.0,12957.0,26.0,25.0,1.0,243.0,173.0,70.0,0.0,71.0,13028.0,2013.0,2764.0,8052.0,10.0,11056.0,33.0,8052.0,10.0,11056.0,30.0,1101.16873091209,1540.3534976208773,1710.781271146861,2327.746441725699,1631.9944303924408,46.6938580377,0.0,833.1045575414,307.6548518412,136.6589236571,1326.9899667893
2014,Biel-Benken,314.0,554.0,181.0,207.0,79.0,19.0,441.0,2863.0,410,( )6,2014.0,2764.0,2014.0,2764.0,49.0,,,49.0,3.5,2.0,1891.0,172760962.0,8056.0,10.0,11056.0,5204.0,13170.0,21.0,20.0,1.0,272.0,186.0,86.0,0.0,87.0,13257.0,2014.0,2764.0,8056.0,10.0,11056.0,29.0,8056.0,10.0,11056.0,27.0,1101.16873091209,1540.3534976208773,1710.781271146861,2327.746441725699,1631.9944303924408,46.6938580377,0.0,833.1045575414,307.6548518412,136.6589236571,1326.9899667893
2015,Biel-Benken,310.0,567.0,212.0,203.0,74.0,21.0,489.0,2902.0,012,( )10,2015.0,2764.0,2015.0,2764.0,24.0,,,49.0,3.5,2.0,1911.0,179569243.0,8060.0,10.0,11056.0,5204.0,13530.0,22.0,25.0,-3.0,322.0,247.0,75.0,0.0,72.0,13602.0,2015.0,2764.0,8060.0,10.0,11056.0,35.0,8060.0,10.0,11056.0,37.0,1193.3198864303597,1400.1478281334962,2045.8474353601305,2459.3744176927607,1698.32840843665,45.2475648423,0.0,912.582644398,443.160145554,152.6847012574,1560.9783506988
2016,Biel-Benken,312.0,582.0,195.0,218.0,68.0,19.0,494.0,2939.0,( )8,8( ),2016.0,2764.0,2016.0,2764.0,8.0,,,46.0,3.5,2.0,1922.0,183316827.0,8064.0,10.0,11056.0,5204.0,13735.0,29.0,29.0,0.0,216.0,225.0,-9.0,0.0,-9.0,13726.0,2016.0,2764.0,8064.0,10.0,11056.0,34.0,8064.0,10.0,11056.0,34.0,1193.3198864303597,1400.1478281334962,2045.8474353601305,2459.3744176927607,1698.32840843665,45.2475648423,0.0,912.582644398,443.160145554,152.6847012574,1560.9783506988
2017,Biel-Benken,311.0,576.0,205.0,218.0,70.0,19.0,485.0,2960.0,( )10,( )13,2017.0,2764.0,2017.0,2764.0,18.0,,,46.0,3.5,2.0,1927.0,186049009.0,8068.0,10.0,11056.0,5204.0,13769.0,23.0,22.0,1.0,251.0,230.0,21.0,0.0,22.0,13791.0,2017.0,2764.0,8068.0,10.0,11056.0,28.0,8068.0,10.0,11056.0,24.0,1193.3198864303597,1400.1478281334962,2045.8474353601305,2459.3744176927607,1698.32840843665,45.2475648423,0.0,912.582644398,443.160145554,152.6847012574,1560.9783506988
2018,Biel-Benken,317.0,578.0,202.0,226.0,65.0,15.0,500.0,2944.0,( )10,( )7,2018.0,2764.0,2018.0,2764.0,8.0,,,46.0,3.5,2.0,1961.0,197478208.0,8072.0,10.0,11056.0,5204.0,13775.0,21.0,24.0,-3.0,217.0,215.0,2.0,0.0,-1.0,13774.0,2018.0,2764.0,8072.0,10.0,11056.0,24.0,8072.0,10.0,11056.0,25.0,1193.3198864303597,1400.1478281334962,2045.8474353601305,2459.3744176927607,1698.32840843665,45.2475648423,0.0,912.582644398,443.160145554,152.6847012574,1560.9783506988
2019,Biel-Benken,335.0,584.0,200.0,230.0,65.0,18.0,513.0,2966.0,013,( )11,2019.0,2764.0,2019.0,2764.0,17.0,,,46.0,3.5,2.0,1985.0,191287231.0,8076.0,10.0,11056.0,5204.0,13882.0,19.0,18.0,1.0,236.0,173.0,63.0,0.0,64.0,13946.0,2019.0,2764.0,8076.0,10.0,11056.0,25.0,8076.0,10.0,11056.0,24.0,1193.3198864303597,1400.1478281334962,2045.8474353601305,2459.3744176927607,1698.32840843665,45.2475648423,0.0,912.582644398,443.160145554,152.6847012574,1560.9783506988
2020,Biel-Benken,333.0,582.0,208.0,244.0,65.0,20.0,559.0,2976.0,07,( )12,2020.0,2764.0,2020.0,2764.0,7.0,,,46.0,3.5,0.55,2029.0,187565490.0,8080.0,10.0,11056.0,5204.0,14102.0,26.0,28.0,-2.0,268.0,193.0,75.0,0.0,73.0,14175.0,2020.0,2764.0,8080.0,10.0,11056.0,27.0,8080.0,10.0,11056.0,31.0,,,,,,,,,,,
2021,Biel-Benken,347.0,581.0,217.0,228.0,70.0,22.0,580.0,3008.0,08,( )7,2021.0,2764.0,2021.0,2764.0,11.0,,,46.0,3.5,0.55,2082.0,190610203.0,8084.0,10.0,11056.0,5204.0,14337.0,26.0,20.0,6.0,226.0,209.0,17.0,0.0,23.0,14360.0,2021.0,2764.0,8084.0,10.0,11056.0,26.0,8084.0,10.0,11056.0,28.0,,,,,,,,,,,
2022,Biel-Benken,348.0,569.0,219.0,228.0,72.0,19.0,609.0,3021.0,( )9,,2022.0,2764.0,2022.0,2764.0,0.0,,,46.0,3.5,0.55,2059.0,192256892.0,8088.0,10.0,11056.0,5204.0,14513.0,19.0,34.0,-15.0,225.0,195.0,30.0,0.0,15.0,14528.0,2022.0,2764.0,8088.0,10.0,11056.0,28.0,8088.0,10.0,11056.0,23.0,,,,,,,,,,,
2023,Biel-Benken,354.0,559.0,217.0,234.0,71.0,18.0,589.0,3002.0,( )14,,2023.0,2764.0,2023.0,2764.0,9.0,46.0,46.0,46.0,,,,,8092.0,10.0,11056.0,5204.0,14391.0,14.0,29.0,-15.0,191.0,231.0,-40.0,0.0,-55.0,14336.0,2023.0,2764.0,8092.0,10.0,11056.0,25.0,8092.0,10.0,11056.0,33.0,,,,,,,,,,,
2024,Biel-Benken,351.0,552.0,214.0,233.0,67.0,14.0,574.0,2962.0,,,2024.0,2764.0,2024.0,2764.0,5.0,46.0,46.0,46.0,,,,,8096.0,10.0,11056.0,5204.0,14175.0,14.0,34.0,-20.0,204.0,242.0,-38.0,0.0,-58.0,14117.0,2024.0,2764.0,8096.0,10.0,11056.0,28.0,8096.0,10.0,11056.0,27.0,,,,,,,,,,,
2025,Biel-Benken,,,,,,,,,,,,,,,,46.0,46.0,46.0,,,,,6075.0,6.0,8292.0,3903.0,10587.0,8.0,19.0,-11.0,216.0,149.0,67.0,0.0,56.0,10643.0,,,4050.0,3.0,5528.0,12.0,4050.0,3.0,5528.0,17.0,,,,,,,,,,,
1975,Binningen,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Binningen,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Binningen,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Binningen,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Binningen,,,,,,,,,,,1979.0,2765.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,1979.0,2765.0,,,,,,,,,,,,,,,,,,,
1980,Binningen,,,,,,,2020.0,12519.0,,,1980.0,2765.0,,,,,,54.0,,,,,,,,,,,,,,,,,,,1980.0,2765.0,,,,,,,,,,,,,,,,,,,
1981,Binningen,,,,,,,2100.0,12298.0,,,1981.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1981.0,2765.0,,,,,,,,,,,,,,,,,,,
1982,Binningen,,,,,,,2088.0,12155.0,,,1982.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1982.0,2765.0,,,,,,,,,,,,,,,,,,,
1983,Binningen,,,,,,,2015.0,12091.0,,,1983.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1983.0,2765.0,,,,,,,,,,,,,,,,,,,
1984,Binningen,,,,,,,1998.0,12039.0,,,1984.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1984.0,2765.0,,,,,,,,,,,,,,,,,,,
1985,Binningen,,,,,,,2002.0,12009.0,,,1985.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1985.0,2765.0,,,,,,,,,,,,,,,,,,,
1986,Binningen,,,,,,,1998.0,12003.0,,,1986.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1986.0,2765.0,,,,,,,,,,,,,,,,,,,
1987,Binningen,,,,,,,2121.0,12016.0,,,1987.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1987.0,2765.0,,,,,,,,,,,,,,,,,,,
1988,Binningen,,,,,,,2263.0,12095.0,,,1988.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1988.0,2765.0,,,,,,,,,,,,,,,,,,,
1989,Binningen,,,,,,,2356.0,12032.0,,,1989.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1989.0,2765.0,,,,,,,,,,,,,,,,,,,
1990,Binningen,,,,,,,2429.0,11959.0,,,1990.0,2765.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,1990.0,2765.0,,,,,,,,,,,,,,,,,,,
1991,Binningen,,,,,,,2497.0,11893.0,,,1991.0,2765.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,1991.0,2765.0,,,,,,,,,,,,,,,,,,,
1992,Binningen,,,,,,,2468.0,11802.0,,,1992.0,2765.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,1992.0,2765.0,,,,,,,,,,,,,,,,,,,
1993,Binningen,,,,,,,2297.0,11633.0,,,1993.0,2765.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,1993.0,2765.0,,,,,,,,,,,,,,,,,,,
1994,Binningen,,,,,,,2324.0,11587.0,,,1994.0,2765.0,1994.0,2765.0,104.0,,,52.0,,,,,,,,,,,,,,,,,,,1994.0,2765.0,,,,,,,,,,,,,,,,,,,
1995,Binningen,,,,,,,2406.0,11552.0,,,1995.0,2765.0,1995.0,2765.0,109.0,,,54.0,,,,,,,,,,,,,,,,,,,1995.0,2765.0,,,,,,,,,,,,,,,,,,,
1996,Binningen,,,,,,,2475.0,11570.0,,,1996.0,2765.0,1996.0,2765.0,88.0,,,54.0,,,,,,,,,,,,,,,,,,,1996.0,2765.0,,,,,,,,,,,,,,,,,,,
1997,Binningen,,,,,,,2501.0,11529.0,,,1997.0,2765.0,1997.0,2765.0,41.0,,,54.0,,,,,,,,,,,,,,,,,,,1997.0,2765.0,,,,,,,,,,,,,,,,,,,
1998,Binningen,,,,,,,2503.0,11459.0,,,1998.0,2765.0,1998.0,2765.0,77.0,,,54.0,,,,,,,,,,,,,,,,,,,1998.0,2765.0,,,,,,,,,,,,,,,,,,,
1999,Binningen,,,,,,,2489.0,11397.0,,,1999.0,2765.0,1999.0,2765.0,70.0,,,51.0,,,,,,,,,,,,,,,,,,,1999.0,2765.0,,,,,,,,,,,,,,,,,,,
2000,Binningen,,,,,,,2549.0,11378.0,,,2000.0,2765.0,2000.0,2765.0,40.0,,,51.0,4.0,5.0,,,,,,,,,,,,,,,,,2000.0,2765.0,,,,,,,,,,,,,,,,,,,
2001,Binningen,,,,,,,2569.0,11283.0,,,2001.0,2765.0,2001.0,2765.0,67.0,,,51.0,4.0,5.0,,,,,,,,,,,,,,,,,2001.0,2765.0,,,,,,,,,,,,,,,,,,,
2002,Binningen,,,,,,,2853.0,11435.0,,,2002.0,2765.0,2002.0,2765.0,52.0,,,51.0,4.0,5.0,,,,,,,,,,,,,,,,,2002.0,2765.0,,,,,,,,,,,,,,,,,,,
2003,Binningen,,,,,,,2901.0,11392.0,,,2003.0,2765.0,2003.0,2765.0,77.0,,,51.0,4.0,5.0,,,8012.0,10.0,11060.0,5204.0,57211.0,116.0,158.0,-42.0,1073.0,1088.0,-15.0,-17.0,-74.0,57137.0,2003.0,2765.0,,,,,,,,,,,,,,,,,,,
2004,Binningen,,,,,,,2915.0,11436.0,,,2004.0,2765.0,2004.0,2765.0,53.0,,,48.0,4.0,5.0,,,8016.0,10.0,11060.0,5204.0,57388.0,131.0,135.0,-4.0,1086.0,1048.0,38.0,-4.0,30.0,57418.0,2004.0,2765.0,,,,,,,,,,,,,,,,,,,
2005,Binningen,,,,,,,2907.0,11437.0,,,2005.0,2765.0,2005.0,2765.0,96.0,,,46.0,4.0,5.0,,,8020.0,10.0,11060.0,5204.0,57360.0,122.0,132.0,-10.0,1166.0,1120.0,46.0,0.0,36.0,57396.0,2005.0,2765.0,8020.0,10.0,11060.0,100.0,8020.0,10.0,11060.0,106.0,,,,,,,,,,,
2006,Binningen,,,,,,,2890.0,11456.0,,,2006.0,2765.0,2006.0,2765.0,38.0,,,46.0,4.0,5.0,,,8024.0,10.0,11060.0,5204.0,57393.0,129.0,134.0,-5.0,1090.0,1099.0,-9.0,-2.0,-16.0,57377.0,2006.0,2765.0,8024.0,10.0,11060.0,77.0,8024.0,10.0,11060.0,81.0,,,,,,,,,,,
2007,Binningen,,,,,,,2920.0,11435.0,,,2007.0,2765.0,2007.0,2765.0,32.0,,,46.0,4.0,5.0,,,8028.0,10.0,11060.0,5204.0,57406.0,131.0,134.0,-3.0,1161.0,1135.0,26.0,0.0,23.0,57429.0,2007.0,2765.0,8028.0,10.0,11060.0,100.0,8028.0,10.0,11060.0,99.0,,,,,,,,,,,
2008,Binningen,,,,,,,2941.0,11468.0,,,2008.0,2765.0,2008.0,2765.0,98.0,,,46.0,4.0,3.5,,,8032.0,10.0,11060.0,5204.0,57573.0,140.0,125.0,15.0,1209.0,1098.0,111.0,0.0,126.0,57699.0,2008.0,2765.0,8032.0,10.0,11060.0,82.0,8032.0,10.0,11060.0,85.0,,,,,,,,,,,
2009,Binningen,,,,,,,3073.0,11536.0,,,2009.0,2765.0,2009.0,2765.0,87.0,,,46.0,4.0,3.5,,,8036.0,10.0,11060.0,5204.0,58318.0,141.0,149.0,-8.0,1274.0,1036.0,238.0,0.0,230.0,58548.0,2009.0,2765.0,8036.0,10.0,11060.0,78.0,8036.0,10.0,11060.0,81.0,,,,,,,,,,,
2010,Binningen,,,,,,,3154.0,11600.0,,,2010.0,2765.0,2010.0,2765.0,40.0,,,46.0,2.0,1.75,,,8040.0,10.0,11060.0,5204.0,59008.0,149.0,124.0,25.0,1093.0,1098.0,-5.0,0.0,20.0,59028.0,2010.0,2765.0,8040.0,10.0,11060.0,108.0,8040.0,10.0,11060.0,92.0,1073.3940513413493,1356.2589111273198,1703.7748817123477,2354.281033812986,1462.9653708989736,185.9295012093,273.76114215,1542.5744936927,3794.4297390467,986.5066733512,6783.2015494499
2011,Binningen,,,,,,,3173.0,11592.0,,,2011.0,2765.0,2011.0,2765.0,57.0,,,46.0,2.0,1.75,,,8044.0,10.0,11060.0,5204.0,59028.0,151.0,148.0,3.0,1228.0,1170.0,58.0,-1.0,60.0,59088.0,2011.0,2765.0,8044.0,10.0,11060.0,73.0,8044.0,10.0,11060.0,75.0,1073.3940513413493,1356.2589111273198,1703.7748817123477,2354.281033812986,1462.9653708989736,185.9295012093,273.76114215,1542.5744936927,3794.4297390467,986.5066733512,6783.2015494499
2012,Binningen,2713.0,2471.0,851.0,723.0,214.0,68.0,3246.0,11611.0,,,2012.0,2765.0,2012.0,2765.0,40.0,,,46.0,2.0,1.75,,,8048.0,10.0,11060.0,5204.0,59392.0,172.0,132.0,40.0,1190.0,1158.0,32.0,-1.0,71.0,59463.0,2012.0,2765.0,8048.0,10.0,11060.0,70.0,8048.0,10.0,11060.0,67.0,1073.3940513413493,1356.2589111273198,1703.7748817123477,2354.281033812986,1462.9653708989736,185.9295012093,273.76114215,1542.5744936927,3794.4297390467,986.5066733512,6783.2015494499
