jahr,bfs_nummer,gemeinde,falle,flache_in_m2,quadratmeterpreis_chf
1997,2763,Arlesheim,7,4800,862
1997,2770,Muttenz,12,4400,830
1997,2821,Arisdorf,7,4500,388
1997,2822,Augst,( ),( ),( )
1997,2829,Liestal,34,11900,624
1997,2841,Anwil,3,2300,298
1997,2849,Itingen,( ),( ),( )
1997,2861,Sissach,9,6600,591
1997,2895,Waldenburg,( ),( ),( )
1998,2763,Arlesheim,7,4400,905
1998,2770,Muttenz,17,9400,836
1998,2821,Arisdorf,3,1500,443
1998,2822,Augst,( ),( ),( )
1998,2829,Liestal,50,19500,507
1998,2841,Anwil,3,2900,311
1998,2849,Itingen,12,4600,492
1998,2861,Sissach,15,7800,532
1998,2895,Waldenburg,( ),( ),( )
1999,2763,Arlesheim,10,6600,873
1999,2770,Muttenz,30,11700,887
1999,2821,Arisdorf,( ),( ),( )
1999,2822,Augst,,,
1999,2829,Liestal,25,11200,448
1999,2841,Anwil,6,4100,295
1999,2849,Itingen,12,3200,495
1999,2861,Sissach,10,7800,487
1999,2895,Waldenburg,,,
2000,2763,Arlesheim,8,5700,845
2000,2770,Muttenz,11,5200,853
2000,2821,Arisdorf,( ),( ),( )
2000,2822,Augst,,,
2000,2829,Liestal,23,15300,606
2000,2841,Anwil,3,1200,274
2000,2849,Itingen,4,1700,500
2000,2861,Sissach,13,7500,560
2000,2895,Waldenburg,,,
2001,2763,Arlesheim,12,10200,878
2001,2770,Muttenz,12,9300,966
2001,2821,Arisdorf,( ),( ),( )
2001,2822,Augst,,,
2001,2829,Liestal,9,6100,479
2001,2841,Anwil,( ),( ),( )
2001,2849,Itingen,5,2600,462
2001,2861,Sissach,16,9500,537
2001,2895,Waldenburg,,,
2002,2763,Arlesheim,( ),( ),( )
2002,2770,Muttenz,6,3200,1015
2002,2821,Arisdorf,( ),( ),( )
2002,2822,Augst,( ),( ),( )
2002,2829,Liestal,8,5900,537
2002,2841,Anwil,4,3300,306
2002,2849,Itingen,7,3400,466
2002,2861,Sissach,9,5100,559
2002,2895,Waldenburg,,,
2003,2763,Arlesheim,7,3900,952
2003,2770,Muttenz,8,4100,894
2003,2821,Arisdorf,6,2400,352
2003,2822,Augst,,,
2003,2829,Liestal,16,12100,554
2003,2841,Anwil,( ),( ),( )
2003,2849,Itingen,4,1700,539
2003,2861,Sissach,15,10400,647
2003,2895,Waldenburg,3,1100,233
2004,2763,Arlesheim,6,4400,715
2004,2770,Muttenz,7,3200,941
2004,2821,Arisdorf,3,1700,426
2004,2822,Augst,( ),( ),( )
2004,2829,Liestal,22,14800,610
2004,2841,Anwil,5,2900,312
2004,2849,Itingen,4,2700,545
2004,2861,Sissach,11,7400,613
2004,2895,Waldenburg,,,
2005,2763,Arlesheim,5,2700,1045
2005,2770,Muttenz,3,2200,867
2005,2821,Arisdorf,7,3300,484
2005,2822,Augst,,,
2005,2829,Liestal,23,12600,626
2005,2841,Anwil,( ),( ),( )
2005,2849,Itingen,8,3200,512
2005,2861,Sissach,6,5000,606
2005,2895,Waldenburg,,,
2006,2763,Arlesheim,7,3400,1021
2006,2770,Muttenz,9,5700,962
2006,2821,Arisdorf,8,5500,455
2006,2822,Augst,( ),( ),( )
2006,2829,Liestal,21,10700,558
2006,2841,Anwil,6,4600,299
2006,2849,Itingen,7,2100,467
2006,2861,Sissach,8,7200,702
2006,2895,Waldenburg,( ),( ),( )
2007,2763,Arlesheim,13,8800,1042
2007,2770,Muttenz,5,3100,1179
2007,2821,Arisdorf,6,2500,513
2007,2822,Augst,,,
2007,2829,Liestal,9,4800,356
2007,2841,Anwil,6,4000,321
2007,2849,Itingen,4,2100,543
2007,2861,Sissach,6,4400,676
2007,2895,Waldenburg,( ),( ),( )
2008,2763,Arlesheim,( ),( ),( )
2008,2770,Muttenz,8,3200,1137
2008,2821,Arisdorf,( ),( ),( )
2008,2822,Augst,,,
2008,2829,Liestal,5,1700,541
2008,2841,Anwil,( ),( ),( )
2008,2849,Itingen,( ),( ),( )
2008,2861,Sissach,7,5400,634
2008,2895,Waldenburg,( ),( ),( )
2009,2763,Arlesheim,3,1000,1200
2009,2770,Muttenz,11,6100,1170
2009,2821,Arisdorf,3,1600,428
2009,2822,Augst,,,
2009,2829,Liestal,5,1300,637
2009,2841,Anwil,3,1900,350
2009,2849,Itingen,3,1500,531
2009,2861,Sissach,3,1200,600
2009,2895,Waldenburg,,,
2010,2763,Arlesheim,5,6600,1096
2010,2770,Muttenz,22,10700,1127
2010,2821,Arisdorf,9,3700,534
2010,2822,Augst,( ),( ),( )
2010,2829,Liestal,22,8200,729
2010,2841,Anwil,5,3500,319
2010,2849,Itingen,24,7600,560
2010,2861,Sissach,6,1800,687
2010,2895,Waldenburg,3,2000,189
2011,2763,Arlesheim,26,10000,1267
2011,2770,Muttenz,4,2900,1150
2011,2821,Arisdorf,7,1700,622
2011,2822,Augst,,,
2011,2829,Liestal,18,10200,784
2011,2841,Anwil,,,
2011,2849,Itingen,6,3400,579
2011,2861,Sissach,5,3100,650
2011,2895,Waldenburg,( ),( ),( )
2012,2763,Arlesheim,15,5900,1388
2012,2770,Muttenz,17,11100,1273
2012,2821,Arisdorf,( ),( ),( )
2012,2822,Augst,( ),( ),( )
2012,2829,Liestal,20,7500,810
2012,2841,Anwil,( ),( ),( )
2012,2849,Itingen,3,2200,633
2012,2861,Sissach,11,5700,740
2012,2895,Waldenburg,( ),( ),( )
2013,2763,Arlesheim,9,8300,1617
2013,2770,Muttenz,( ),( ),( )
2013,2821,Arisdorf,3,1400,398
2013,2822,Augst,4,2400,734
2013,2829,Liestal,10,8300,809
2013,2841,Anwil,3,2000,379
2013,2849,Itingen,7,3500,596
2013,2861,Sissach,8,7000,898
2013,2895,Waldenburg,( ),( ),( )
2014,2763,Arlesheim,5,2200,1252
2014,2770,Muttenz,15,6800,1276
2014,2821,Arisdorf,( ),( ),( )
2014,2822,Augst,( ),( ),( )
2014,2829,Liestal,7,4200,970
2014,2841,Anwil,( ),( ),( )
2014,2849,Itingen,4,1600,627
2014,2861,Sissach,28,7100,756
2014,2895,Waldenburg,,,
2015,2763,Arlesheim,3,1800,1298
2015,2770,Muttenz,15,5400,1212
2015,2821,Arisdorf,( ),( ),( )
2015,2822,Augst,,,
2015,2829,Liestal,6,5900,1064
2015,2841,Anwil,( ),( ),( )
2015,2849,Itingen,( ),( ),( )
2015,2861,Sissach,3,2000,768
2015,2895,Waldenburg,,,
2016,2763,Arlesheim,5,5400,1578
2016,2770,Muttenz,5,5200,1476
2016,2821,Arisdorf,,,
2016,2822,Augst,( ),( ),( )
2016,2829,Liestal,11,4100,1062
2016,2841,Anwil,( ),( ),( )
2016,2849,Itingen,( ),( ),( )
2016,2861,Sissach,4,2300,885
2016,2895,Waldenburg,,,
2017,2763,Arlesheim,11,11300,1776
2017,2770,Muttenz,8,5600,1794
2017,2821,Arisdorf,,,
2017,2822,Augst,,,
2017,2829,Liestal,24,7000,892
2017,2841,Anwil,,,
2017,2849,Itingen,( ),( ),( )
2017,2861,Sissach,6,5300,921
2017,2895,Waldenburg,,,
2018,2763,Arlesheim,5,2100,1784
2018,2770,Muttenz,( ),( ),( )
2018,2821,Arisdorf,3,2100,556
2018,2822,Augst,,,
2018,2829,Liestal,5,6000,1075
2018,2841,Anwil,( ),( ),( )
2018,2849,Itingen,5,3000,701
2018,2861,Sissach,6,5000,1032
2018,2895,Waldenburg,( ),( ),( )
2019,2763,Arlesheim,11,5800,1848
2019,2770,Muttenz,8,3800,1590
2019,2821,Arisdorf,3,3600,769
2019,2822,Augst,( ),( ),( )
2019,2829,Liestal,3,1900,967
2019,2841,Anwil,( ),( ),( )
2019,2849,Itingen,3,2500,675
2019,2861,Sissach,( ),( ),( )
2019,2895,Waldenburg,( ),( ),( )
2020,2763,Arlesheim,7,3400,2011
2020,2770,Muttenz,7,6100,1531
2020,2821,Arisdorf,( ),( ),( )
2020,2822,Augst,( ),( ),( )
2020,2829,Liestal,8,8200,1293
2020,2841,Anwil,,,
2020,2849,Itingen,16,5800,718
2020,2861,Sissach,10,5400,1109
2020,2895,Waldenburg,,,
2021,2763,Arlesheim,4,1700,1872
2021,2770,Muttenz,5,3500,1921
2021,2821,Arisdorf,( ),( ),( )
2021,2822,Augst,( ),( ),( )
2021,2829,Liestal,6,8200,1357
2021,2841,Anwil,,,
2021,2849,Itingen,( ),( ),( )
2021,2861,Sissach,8,7000,1006
2021,2895,Waldenburg,( ),( ),( )
2022,2763,Arlesheim,( ),( ),( )
2022,2770,Muttenz,12,5900,1854
2022,2821,Arisdorf,( ),( ),( )
2022,2822,Augst,,,
2022,2829,Liestal,7,2100,1601
2022,2841,Anwil,4,2600,390
2022,2849,Itingen,( ),( ),( )
2022,2861,Sissach,4,1900,1245
2022,2895,Waldenburg,3,2300,389
2023,2763,Arlesheim,( ),( ),( )
2023,2770,Muttenz,7,3900,1986
2023,2821,Arisdorf,( ),( ),( )
2023,2822,Augst,,,
2023,2829,Liestal,( ),( ),( )
2023,2841,Anwil,,,
2023,2849,Itingen,8,6400,769
2023,2861,Sissach,3,2800,1248
2023,2895,Waldenburg,,,
2024,2763,Arlesheim,4,3500,2708
2024,2770,Muttenz,4,3400,2580
2024,2821,Arisdorf,( ),( ),( )
2024,2822,Augst,,,
2024,2829,Liestal,4,3000,1318
2024,2841,Anwil,( ),( ),( )
2024,2849,Itingen,( ),( ),( )
2024,2861,Sissach,3,2600,1244
2024,2895,Waldenburg,,,
