jahr,bfs_nummer,gemeinde,haushaltsgrosse,wert
2012,2895,Waldenburg,2_Personen,160
2012,2763,Arlesheim,3_Personen,537
2012,2770,Muttenz,3_Personen,966
2012,2821,Arisdorf,3_Personen,95
2012,2822,Augst,3_Personen,46
2012,2829,Liestal,3_Personen,739
2012,2841,Anwil,3_Personen,30
2012,2849,Itingen,3_Personen,123
2012,2861,Sissach,3_Personen,385
2012,2895,Waldenburg,3_Personen,57
2012,2763,Arlesheim,4_Personen,510
2012,2770,Muttenz,4_Personen,995
2012,2821,Arisdorf,4_Personen,96
2012,2822,Augst,4_Personen,27
2012,2829,Liestal,4_Personen,742
2012,2841,Anwil,4_Personen,49
2012,2849,Itingen,4_Personen,133
2012,2861,Sissach,4_Personen,353
2012,2895,Waldenburg,4_Personen,48
2012,2763,Arlesheim,5_Personen,139
2012,2770,Muttenz,5_Personen,289
2012,2821,Arisdorf,5_Personen,34
2012,2822,Augst,5_Personen,11
2012,2829,Liestal,5_Personen,279
2012,2841,Anwil,5_Personen,12
2012,2849,Itingen,5_Personen,38
2012,2861,Sissach,5_Personen,111
2012,2895,Waldenburg,5_Personen,26
2012,2763,Arlesheim,6_oder_mehr_Personen,47
2012,2770,Muttenz,6_oder_mehr_Personen,82
2012,2821,Arisdorf,6_oder_mehr_Personen,13
2012,2822,Augst,6_oder_mehr_Personen,2
2012,2829,Liestal,6_oder_mehr_Personen,102
2012,2841,Anwil,6_oder_mehr_Personen,7
2012,2849,Itingen,6_oder_mehr_Personen,10
2012,2861,Sissach,6_oder_mehr_Personen,39
2012,2895,Waldenburg,6_oder_mehr_Personen,22
