periode,raum,bezirk_code,bezirk_text,gemeinde_code,gemeinde_text,bewohnertyp_code,bewohnertyp_text,beobachtungen,schatzwert,schatzbereich_von,schatzbereich_bis,vi_absolut,vi_prozent,genauigkeit
2015/2019,BL,1304,Bezirk Sissach,2867,Wittinsburg,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1304,Bezirk Sissach,2867,Wittinsburg,4,Hauseigentümer/innen,36.0,119.730476932,82.4136745643019,157.047279299698,37.3168023676981,31.1673379442829,Schätzwert bedingt zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2867,Wittinsburg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2881,Arboldswil,1,Mieter/innen oder Untermieter/innen,9.0,40.5923175291,15.6397856401591,65.5448494180409,24.9525318889409,61.4710699162541,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2881,Arboldswil,4,Hauseigentümer/innen,45.0,164.0444904384,119.949540703688,208.139440173112,44.0949497347118,26.8798724156297,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2881,Arboldswil,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2882,Bennwil,1,Mieter/innen oder Untermieter/innen,19.0,100.5742721705,58.6165222915171,142.532022049483,41.9577498789829,41.7181740155707,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2882,Bennwil,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2882,Bennwil,4,Hauseigentümer/innen,50.0,167.305762382,125.390949540972,209.220575223028,41.914812841028,25.0528208020273,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2882,Bennwil,5,andere Situation/unbekannt,6.0,27.1702347863,7.42548644542289,46.9149831271771,19.7447483408771,72.6705105648663,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2883,Bretzwil,1,Mieter/innen oder Untermieter/innen,18.0,92.2599200239,52.0645690352633,132.455271012537,40.1953509886368,43.5675111990387,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2883,Bretzwil,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2883,Bretzwil,4,Hauseigentümer/innen,65.0,229.6637831416,177.514930570977,281.812635712223,52.1488525706234,22.7066069613905,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2883,Bretzwil,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2884,Diegten,1,Mieter/innen oder Untermieter/innen,40.0,186.6297929783,128.833535144782,244.426050811818,57.7962578335184,30.9683984058422,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2884,Diegten,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2884,Diegten,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2884,Diegten,4,Hauseigentümer/innen,124.0,416.274182137,347.535525758879,485.012838515121,68.7386563781209,16.5128320053965,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2884,Diegten,5,andere Situation/unbekannt,5.0,15.758879968,2.99844941118446,28.5193105248155,12.7604305568155,80.9729535520728,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2885,Eptingen,1,Mieter/innen oder Untermieter/innen,9.0,46.114991357,16.9863234659896,75.2436592480104,29.1286678910104,63.1652897113442,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2885,Eptingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2885,Eptingen,4,Hauseigentümer/innen,25.0,92.451239966,58.4945728290625,126.407907102937,33.9566671369375,36.7292717214236,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2885,Eptingen,5,andere Situation/unbekannt,8.0,32.4309287566,11.6628579224274,53.1989995907726,20.7680708341726,64.0378540807164,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2886,Hölstein,1,Mieter/innen oder Untermieter/innen,85.0,340.4621844437,271.731717280309,409.192651607091,68.7304671633911,20.1874012162889,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2886,Hölstein,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2886,Hölstein,3,Stockwerk-/Wohnungseigentümer/innen,25.0,80.9765411881,51.68794944538,110.26513293082,29.28859174272,36.1692303882005,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2886,Hölstein,4,Hauseigentümer/innen,129.0,414.5356892862,348.72173366021,480.34964491219,65.8139556259898,15.8765475028982,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2886,Hölstein,5,andere Situation/unbekannt,8.0,26.9958070457,9.09773086223042,44.8938832291696,17.8980761834696,66.2994669993408,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2887,Lampenberg,1,Mieter/innen oder Untermieter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2887,Lampenberg,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2887,Lampenberg,4,Hauseigentümer/innen,42.0,155.3974058015,112.746786273682,198.048025329318,42.650619527818,27.4461592893633,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2887,Lampenberg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2888,Langenbruck,1,Mieter/innen oder Untermieter/innen,29.0,151.5569521021,96.3913005685633,206.722603635637,55.1656515335367,36.3992880355453,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2888,Langenbruck,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2888,Langenbruck,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2888,Langenbruck,4,Hauseigentümer/innen,49.0,162.6158453651,120.202677178305,205.029013551895,42.4131681867951,26.081817606132,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2888,Langenbruck,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2889,Lauwil,1,Mieter/innen oder Untermieter/innen,5.0,18.0881842216,4.34238030632877,31.8339881368712,13.7458039152712,75.9932768644444,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2889,Lauwil,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2889,Lauwil,4,Hauseigentümer/innen,21.0,72.1473911576,43.8167493929324,100.478032922268,28.3306417646676,39.267728617909,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2889,Lauwil,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2890,Liedertswil,1,Mieter/innen oder Untermieter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2890,Liedertswil,4,Hauseigentümer/innen,10.0,36.9972397407,15.7262350200289,58.2682444613711,21.2710047206711,57.4934910543372,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2890,Liedertswil,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2891,Niederdorf,1,Mieter/innen oder Untermieter/innen,59.0,273.4418645832,209.313478817951,337.570250348449,64.1283857652488,23.452292450901,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2891,Niederdorf,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2891,Niederdorf,3,Stockwerk-/Wohnungseigentümer/innen,23.0,85.3999517281,51.9451769080885,118.854726548112,33.4547748200115,39.1742315341421,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2891,Niederdorf,4,Hauseigentümer/innen,107.0,403.4876437556,330.86406607385,476.11122143735,72.6235776817501,17.9989595234642,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2891,Niederdorf,5,andere Situation/unbekannt,11.0,47.1427691267,20.9111637827102,73.3743744706898,26.2316053439898,55.6429031003466,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2893,Reigoldswil,1,Mieter/innen oder Untermieter/innen,52.0,227.2003776121,169.330722803137,285.070032421063,57.8696548089626,25.4707564385142,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2893,Reigoldswil,3,Stockwerk-/Wohnungseigentümer/innen,8.0,41.5388394613,14.7424352356332,68.3352436869668,26.7964042256668,64.5092751101819,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2893,Reigoldswil,4,Hauseigentümer/innen,84.0,288.6174214163,229.302390467121,347.932452365479,59.3150309491789,20.5514381834987,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2893,Reigoldswil,5,andere Situation/unbekannt,6.0,23.9906373708,6.79858650255778,41.1826882390422,17.1920508682422,71.661501120297,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2894,Titterten,1,Mieter/innen oder Untermieter/innen,9.0,44.5956416119,17.5106249006431,71.6806583231569,27.0850167112569,60.7346721165449,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2894,Titterten,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2894,Titterten,4,Hauseigentümer/innen,32.0,102.7265657376,69.4483420891528,136.004789386047,33.2782236484472,32.3949539337775,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2894,Titterten,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1305,Bezirk Waldenburg,2895,Waldenburg,1,Mieter/innen oder Untermieter/innen,32.0,148.4724745693,100.038598774069,196.906350364531,48.4338757952306,32.6214511718291,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2895,Waldenburg,3,Stockwerk-/Wohnungseigentümer/innen,7.0,24.496499001,7.51793683041732,41.4750611715827,16.9785621705827,69.3101580347852,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2895,Waldenburg,4,Hauseigentümer/innen,72.0,244.8992666824,192.486989069346,297.311544295454,52.4122776130542,21.4015657633739,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2895,Waldenburg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1301,Bezirk Arlesheim,2762,Allschwil,Total,Total,2328.0,9687.8612215701,9331.1003673842,10044.622075756,356.7608541859,3.6825553754999,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2763,Arlesheim,Total,Total,1008.0,4123.8487682809,3886.54617049328,4361.15136606852,237.30259778762,5.75439622356821,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2765,Binningen,Total,Total,1638.0,6783.2015494499,6482.41239392792,7083.99070497188,300.789155521977,4.43432431322006,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2766,Birsfelden,Total,Total,1133.0,4840.3866521246,4580.04949636506,5100.72380788414,260.337155759544,5.37843718838605,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2767,Bottmingen,Total,Total,741.0,2890.9064228869,2698.90953615571,3082.90330961809,191.996886731193,6.64140787163432,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2768,Ettingen,Total,Total,609.0,2282.9667285621,2115.14679584049,2450.78666128371,167.819932721609,7.35095832199485,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2769,Münchenstein,Total,Total,1307.0,5065.8406319724,4811.68801367147,5319.99325027333,254.152618300927,5.01698803347415,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2770,Muttenz,Total,Total,2139.0,8317.8560639719,7996.12606657524,8639.58606136856,321.729997396659,3.86794379371634,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,Total,Total,292.0,991.1132456943,886.636647107878,1095.58984428072,104.476598586422,10.5413381407523,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,Total,Total,168.0,549.4353943877,472.836594251492,626.034194523909,76.5988001362084,13.9413661585401,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2775,Therwil,Total,Total,1130.0,4102.2407235341,3881.78860595434,4322.69284111386,220.452117579758,5.37394395982294,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2781,Blauen,Total,Total,90.0,336.2013427979,270.589025721669,401.813659874131,65.6123170762306,19.5157807908197,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2782,Brislach,Total,Total,209.0,765.8242056425,668.558670442283,863.089740842717,97.2655352002168,12.7007653301601,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2784,Dittingen,Total,Total,78.0,321.0343298932,254.722888052787,387.345771733613,66.3114418404127,20.6555609994959,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2785,Duggingen,Total,Total,151.0,556.1877938441,472.028898236909,640.346689451291,84.1588956071911,15.1313812598305,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2786,Grellingen,Total,Total,182.0,702.2062677939,607.160945668103,797.251589919698,95.0453221257975,13.5352426323961,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2787,Laufen,Total,Total,607.0,2449.1578360915,2266.35623666559,2631.95943551741,182.801599425909,7.46385540090933,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2788,Liesberg,Total,Total,147.0,558.9846085261,474.567086287919,643.402130764281,84.4175222381806,15.1019403666173,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2789,Nenzlingen,Total,Total,44.0,142.9994576619,103.701033851178,182.297881472622,39.2984238107223,27.4815194779531,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2790,Roggenburg,Total,Total,28.0,90.24645566,60.1694659235677,120.323445396432,30.0769897364323,33.3276132746379,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2791,Röschenz,Total,Total,191.0,667.4948655083,580.090526900059,754.899204116542,87.4043386082416,13.0943836611661,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2792,Wahlen,Total,Total,158.0,547.2978250847,467.698091201379,626.897558968021,79.5997338833206,14.5441348814061,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2821,Arisdorf,Total,Total,191.0,668.0365878369,580.488856454063,755.584319219737,87.5477313828374,13.1052300093797,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2822,Augst,Total,Total,110.0,474.8324982797,392.007865793846,557.657130765554,82.8246324858538,17.4429157199485,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2823,Bubendorf,Total,Total,528.0,1829.8847867908,1683.47521071228,1976.29436286932,146.409576078517,8.00102701194026,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2824,Frenkendorf,Total,Total,699.0,2817.1013200752,2622.5363079442,3011.6663322062,194.565012130998,6.90656778101982,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2825,Füllinsdorf,Total,Total,476.0,1899.1233177958,1738.49213929046,2059.75449630114,160.631178505338,8.45817525382043,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2826,Giebenach,Total,Total,121.0,449.4133387594,374.608428791517,524.218248727283,74.8049099678827,16.6450132909675,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2827,Hersberg,Total,Total,28.0,109.9606862678,70.8195111770531,149.101861358547,39.141175090747,35.5956082298558,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2828,Lausen,Total,Total,602.0,2240.4492573959,2073.92253215337,2406.97598263843,166.526725242533,7.43273808557882,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2829,Liestal,Total,Total,1433.0,5731.7157424001,5458.46739469819,6004.96409010201,273.248347701913,4.76730459050109,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2830,Lupsingen,Total,Total,179.0,667.1032372043,576.243770864081,757.962703544519,90.8594663402192,13.6200008144157,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2831,Pratteln,Total,Total,1718.0,7170.9240796629,6859.78089535392,7482.06726397188,311.143184308982,4.33895521487111,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2832,Ramlinsburg,Total,Total,79.0,269.4036426912,213.966019044017,324.841266338383,55.4376236471832,20.5779042530348,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2833,Seltisberg,Total,Total,156.0,559.8891200333,477.70729299166,642.07094707494,82.1818270416401,14.6782325466071,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2841,Anwil,Total,Total,58.0,174.7687801456,133.143714708701,216.393845582499,41.6250654368986,23.817220330897,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2842,Böckten,Total,Total,104.0,357.3571222753,294.012473385782,420.701771164818,63.344648889518,17.7258671902777,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2843,Buckten,Total,Total,78.0,297.6470096387,235.40404598039,359.88997329701,62.2429636583105,20.9116710877977,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2844,Buus,Total,Total,102.0,364.7688460557,299.6643211272,429.8733709842,65.1045249285001,17.8481593569421,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2845,Diepflingen,Total,Total,80.0,302.1558220604,240.080100190844,364.231543929956,62.0757218695561,20.5442746217041,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2846,Gelterkinden,Total,Total,669.0,2576.1119437879,2394.29661496364,2757.92727261216,181.815328824264,7.05774177487506,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2847,Häfelfingen,Total,Total,21.0,68.6280722143,42.0925040095358,95.1636404190642,26.5355682047642,38.6657636570404,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2848,Hemmiken,Total,Total,28.0,100.9622453063,65.6975106152228,136.226979997377,35.2647346910773,34.9286355350863,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2849,Itingen,Total,Total,236.0,862.4391690666,761.051660054491,963.826678078709,101.387509012109,11.7559026362217,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2850,Känerkinden,Total,Total,60.0,224.4765832712,171.480771029431,277.472395512969,52.995812241769,23.6086149697594,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2852,Läufelfingen,Total,Total,115.0,418.1104608686,347.294501082704,488.926420654496,70.8159597858961,16.9371413570424,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2853,Maisprach,Total,Total,111.0,416.8112427737,344.375086462094,489.247399085306,72.4361563116064,17.3786474255288,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2854,Nusshof,Total,Total,29.0,104.848787258,70.3942839965306,139.303290519469,34.4545032614694,32.8611366545305,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2855,Oltingen,Total,Total,49.0,171.4250553557,126.978278363082,215.871832348318,44.446776992618,25.9278183696034,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2856,Ormalingen,Total,Total,232.0,895.0020812255,787.243734491803,1002.7604279592,107.758346733697,12.0400107434551,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2858,Rothenfluh,Total,Total,78.0,253.4879117339,201.371347579518,305.604475888282,52.1165641543819,20.5597828306272,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2859,Rümlingen,Total,Total,33.0,130.4978239723,89.3032447025752,171.692403242025,41.1945792697248,31.5672537792423,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2860,Rünenberg,Total,Total,98.0,359.5126493591,293.268229712968,425.757069005232,66.2444196461323,18.4261721428233,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2861,Sissach,Total,Total,689.0,2674.6683889987,2489.44628694758,2859.89049104982,185.222102051123,6.92504920658457,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2862,Tecknau,Total,Total,92.0,331.6817984453,267.301232908266,396.062363982334,64.3805655370336,19.4103402233123,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2863,Tenniken,Total,Total,113.0,425.6140762189,351.565192007072,499.662960430728,74.0488842118284,17.398128574522,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2864,Thürnen,Total,Total,162.0,594.9958937688,509.988377207931,680.003410329669,85.0075165608689,14.2870761716384,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2865,Wenslingen,Total,Total,71.0,239.0662456687,188.421796008181,289.710695329219,50.6444496605186,21.1842744754113,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2866,Wintersingen,Total,Total,65.0,229.336842472,177.190926608241,281.482758335759,52.1459158637586,22.7376967876957,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2867,Wittinsburg,Total,Total,41.0,148.772194104,105.976381076244,191.568007131756,42.7958130277558,28.7660024680682,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2881,Arboldswil,Total,Total,56.0,183.1978032937,138.830309450433,227.565297136967,44.3674938432674,24.2183547212835,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2882,Bennwil,Total,Total,68.0,237.8021339285,184.985700656444,290.618567200556,52.8164332720556,22.2102436170467,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2883,Bretzwil,Total,Total,79.0,264.3501050943,209.796217851179,318.903992337421,54.553887243121,20.6369833761406,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2884,Diegten,Total,Total,188.0,657.9053516603,570.617054534919,745.193648785681,87.2882971253807,13.2676070965373,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2885,Eptingen,Total,Total,58.0,218.7618244666,166.141307357839,271.382341575361,52.6205171087609,24.0537933147449,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2886,Hölstein,Total,Total,306.0,1092.6986029989,980.245949387693,1205.15125661011,112.452653611207,10.2912782447586,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2887,Lampenberg,Total,Total,61.0,216.5667914106,166.205628596217,266.927954224983,50.3611628143831,23.2543329872311,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2888,Langenbruck,Total,Total,88.0,340.2531465262,271.680184549509,408.826108502891,68.5729619766909,20.1535129584498,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2889,Lauwil,Total,Total,37.0,134.6065215276,94.6061848117692,174.606858243431,40.0003367158308,29.7164923823019,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2890,Liedertswil,Total,Total,24.0,88.8736668221,55.5382085217247,122.209125122475,33.3354583003754,37.508813906715,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2891,Niederdorf,Total,Total,188.0,663.2969347518,574.847796107828,751.746073395772,88.4491386439719,13.3347727103652,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2893,Reigoldswil,Total,Total,161.0,594.356192353,507.551267985031,681.161116720969,86.8049243679686,14.6048658169634,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2894,Titterten,Total,Total,49.0,195.432316312,144.451746763577,246.412885860424,50.9805695484235,26.0860488738388,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2895,Waldenburg,Total,Total,118.0,475.3545356289,394.266215466376,556.442855791424,81.0883201625237,17.0584929951795,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2762,Allschwil,1,Mieter/innen oder Untermieter/innen,1393.0,6318.4826603127,6015.79821896709,6621.16710165831,302.684441345612,4.79046090047562,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2762,Allschwil,2,Genossenschafter/innen,66.0,276.5259750741,213.652224402031,339.399725746169,62.8737506720692,22.7370143637396,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2762,Allschwil,3,Stockwerk-/Wohnungseigentümer/innen,247.0,955.1568556617,844.803841076273,1065.50987024713,110.353014585427,11.5533918781307,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2762,Allschwil,4,Hauseigentümer/innen,571.0,1960.1014180284,1812.49408025467,2107.70875580213,147.607337773732,7.53059695871276,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2762,Allschwil,5,andere Situation/unbekannt,51.0,177.5943124932,131.179421505926,224.009203480474,46.4148909872739,26.1353476559398,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2763,Arlesheim,1,Mieter/innen oder Untermieter/innen,503.0,2257.4310365705,2073.6002248378,2441.2618483032,183.830811732697,8.14336335217458,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2763,Arlesheim,2,Genossenschafter/innen,29.0,126.3240745233,82.6814326766201,169.96671636998,43.6426418466799,34.5481587823786,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2763,Arlesheim,3,Stockwerk-/Wohnungseigentümer/innen,135.0,536.3149614865,452.63210462122,619.99781835178,83.6828568652805,15.6033045644181,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2763,Arlesheim,4,Hauseigentümer/innen,315.0,1112.808428607,997.535627798914,1228.08122941509,115.272800808087,10.3587282271382,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2763,Arlesheim,5,andere Situation/unbekannt,26.0,90.9702670936,55.7031523063475,126.237381880853,35.2671147872525,38.7677379807689,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2765,Binningen,1,Mieter/innen oder Untermieter/innen,812.0,3794.4297390467,3554.79744231712,4034.06203577628,239.632296729578,6.31537050913432,Schätzwert zuverlässig
