periode,raum,bezirk_code,bezirk_text,gemeinde_code,gemeinde_text,bewohnertyp_code,bewohnertyp_text,beobachtungen,schatzwert,schatzbereich_von,schatzbereich_bis,vi_absolut,vi_prozent,genauigkeit
2015/2019,BL,1304,Bezirk Sissach,2860,Rünenberg,Total,Total,100.0,381.5973247312,310.571012700725,452.623636761675,71.0263120304746,18.6128956958768,Schätzwert zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2861,Sissach,Total,Total,713.0,2908.6189883845,2707.6302451061,3109.6077316629,200.988743278403,6.91010902703471,Schätzwert zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2862,Tecknau,Total,Total,97.0,363.5161725239,296.521438577622,430.510906470178,66.9947339462778,18.4296433033865,Schätzwert zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2863,Tenniken,Total,Total,115.0,409.2920274961,340.05252738903,478.53152760317,69.2395001070696,16.9168944068253,Schätzwert zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2864,Thürnen,Total,Total,162.0,616.9890744179,528.99249526061,704.98565357519,87.99657915729,14.2622588966118,Schätzwert zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2865,Wenslingen,Total,Total,99.0,347.6633534437,283.950239722642,411.376467164758,63.7131137210584,18.3260942201595,Schätzwert zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2866,Wintersingen,Total,Total,80.0,301.1561170095,239.576211144183,362.736022874817,61.5799058653169,20.4478349889783,Schätzwert zuverlässig
2015/2019,BL,1304,Bezirk Sissach,2867,Wittinsburg,Total,Total,51.0,198.7870533963,144.099818952425,253.474287840175,54.6872344438754,27.5104608220393,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2881,Arboldswil,Total,Total,58.0,216.2027713358,164.563203266004,267.842339405596,51.6395680697958,23.8847854496697,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2882,Bennwil,Total,Total,78.0,305.0510332706,241.807438410465,368.294628130735,63.2435948601351,20.7321359256089,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2883,Bretzwil,Total,Total,87.0,338.4232666701,270.879570654894,405.966962685306,67.5436960152059,19.9583488097018,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2884,Diegten,Total,Total,174.0,637.2357367642,545.290964982117,729.180508546283,91.9447717820828,14.4286904323612,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2885,Eptingen,Total,Total,43.0,174.7615177176,125.044728347777,224.478307087423,49.7167893698225,28.4483620988922,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2886,Hölstein,Total,Total,249.0,870.7762638143,769.374901773597,972.177625855003,101.401362040703,11.6449386891336,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2887,Lampenberg,Total,Total,46.0,167.3068624605,123.469694354467,211.144030566533,43.8371681060331,26.2016557249006,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2888,Langenbruck,Total,Total,84.0,339.2240055511,267.332129646204,411.115881455996,71.8918759048962,21.1930390327481,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2889,Lauwil,Total,Total,30.0,107.0410917272,72.1852990855623,141.896884368838,34.8557926416377,32.5630018147326,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2890,Liedertswil,Total,Total,15.0,59.1269419893,31.404413694191,86.8494702844091,27.7225282951091,46.8864571080404,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2891,Niederdorf,Total,Total,202.0,814.9251083292,709.079170547488,920.771046110912,105.845937781712,12.9884251570948,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2893,Reigoldswil,Total,Total,150.0,581.3472758605,492.673824246796,670.020727474204,88.6734516137036,15.2530948876385,Schätzwert zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2894,Titterten,Total,Total,44.0,156.4347060165,112.577087050883,200.292324982117,43.8576189656166,28.0357345773327,Schätzwert bedingt zuverlässig
2015/2019,BL,1305,Bezirk Waldenburg,2895,Waldenburg,Total,Total,115.0,430.8333785467,356.394367022626,505.272390070774,74.4390115240739,17.2779118867655,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2762,Allschwil,1,Mieter/innen oder Untermieter/innen,1441.0,6751.9743495374,6431.5501707961,7072.3985282787,320.424178741298,4.74563678938222,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2762,Allschwil,2,Genossenschafter/innen,74.0,317.9436707456,249.826036803497,386.061304687703,68.1176339421032,21.4244346435212,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2762,Allschwil,3,Stockwerk-/Wohnungseigentümer/innen,235.0,953.0086552709,839.409511852487,1066.60779868931,113.599143418413,11.9200536941736,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2762,Allschwil,4,Hauseigentümer/innen,599.0,1988.716327489,1841.80221748692,2135.63043749108,146.914110002083,7.3873839104836,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2762,Allschwil,5,andere Situation/unbekannt,35.0,129.0221061162,86.8877103204849,171.156501911915,42.1343957957151,32.6567260944942,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2763,Arlesheim,1,Mieter/innen oder Untermieter/innen,567.0,2609.0331141357,2406.2525769036,2811.8136513678,202.7805372321,7.77224850590965,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2763,Arlesheim,2,Genossenschafter/innen,31.0,129.1161343722,86.7205999830883,171.511668761312,42.3955343891117,32.8351949159964,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2763,Arlesheim,3,Stockwerk-/Wohnungseigentümer/innen,158.0,677.0121662103,576.178513131459,777.845819289141,100.833653078841,14.8939203919002,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2763,Arlesheim,4,Hauseigentümer/innen,307.0,1036.1981265339,928.043798218595,1144.3524548492,108.154328315305,10.4376108724577,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2763,Arlesheim,5,andere Situation/unbekannt,21.0,84.1078476148,49.3789883390513,118.836706890549,34.7288592757487,41.2908667390957,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2765,Binningen,1,Mieter/innen oder Untermieter/innen,878.0,4126.5901399902,3872.68943407856,4380.49084590184,253.900705911636,6.15279679586108,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2765,Binningen,2,Genossenschafter/innen,79.0,283.4761784988,225.38036826449,341.57198873311,58.0958102343101,20.4940713332482,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2765,Binningen,3,Stockwerk-/Wohnungseigentümer/innen,279.0,1093.4751154423,974.770467828318,1212.17976305628,118.704647613982,10.8557246468263,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2765,Binningen,4,Hauseigentümer/innen,502.0,1712.8756984042,1573.97780137021,1851.77359543819,138.897897033991,8.10904709334107,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2765,Binningen,5,andere Situation/unbekannt,20.0,69.5945988755,42.3921431727688,96.7970545782312,27.2024557027312,39.0870213238739,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2766,Birsfelden,1,Mieter/innen oder Untermieter/innen,716.0,3393.2711790244,3163.27241048304,3623.26994756577,229.998768541366,6.7780839316088,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2766,Birsfelden,2,Genossenschafter/innen,165.0,736.5917999865,631.925218751482,841.258381221518,104.666581235018,14.2095773041372,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2766,Birsfelden,3,Stockwerk-/Wohnungseigentümer/innen,51.0,199.812525367,147.133954725273,252.491096008727,52.6785706417274,26.3639982253222,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2766,Birsfelden,4,Hauseigentümer/innen,148.0,525.7269874134,446.512027154913,604.941947671887,79.2149602584874,15.0676990443706,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2766,Birsfelden,5,andere Situation/unbekannt,15.0,68.9329054306,36.4474269261965,101.418383935004,32.4854785044035,47.1262284702465,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2767,Bottmingen,1,Mieter/innen oder Untermieter/innen,285.0,1302.4891827145,1161.93180968043,1443.04655574857,140.557373034074,10.7914426391734,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2767,Bottmingen,2,Genossenschafter/innen,17.0,100.112710429,55.911159008155,144.314261849845,44.201551420845,44.1517877514592,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2767,Bottmingen,3,Stockwerk-/Wohnungseigentümer/innen,80.0,297.1654896378,236.422787106913,357.908192168687,60.7427025308872,20.4406987517034,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2767,Bottmingen,4,Hauseigentümer/innen,337.0,1146.1929968096,1033.88330658813,1258.50268703107,112.30969022147,9.79849733282971,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2767,Bottmingen,5,andere Situation/unbekannt,20.0,72.3784318278,42.0757442391982,102.681119416402,30.3026875886019,41.8670131741689,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2768,Ettingen,1,Mieter/innen oder Untermieter/innen,234.0,1047.4422325786,921.154870270992,1173.72959488621,126.287362307608,12.0567376777154,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2768,Ettingen,2,Genossenschafter/innen,7.0,27.7912275875,9.45305365237642,46.1294015226236,18.3381739351236,65.985476450748,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2768,Ettingen,3,Stockwerk-/Wohnungseigentümer/innen,55.0,199.3568116493,150.359856452038,248.353766846562,48.996955197262,24.5775174632384,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2768,Ettingen,4,Hauseigentümer/innen,266.0,889.2457270006,790.721585972776,987.769868028424,98.5241410278235,11.0795180720342,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2768,Ettingen,5,andere Situation/unbekannt,16.0,60.7310774184,33.1709028758018,88.2912519609982,27.5601745425982,45.3806777586464,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2769,Münchenstein,1,Mieter/innen oder Untermieter/innen,645.0,3032.5926482302,2814.48048791058,3250.70480854982,218.112160319616,7.19226700120457,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2769,Münchenstein,2,Genossenschafter/innen,40.0,208.9374201939,149.858224233466,268.016616154334,59.0791959604338,28.2760244218611,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2769,Münchenstein,3,Stockwerk-/Wohnungseigentümer/innen,69.0,248.9403444827,194.594169432846,303.286519532554,54.3461750498541,21.8310033927148,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2769,Münchenstein,4,Hauseigentümer/innen,532.0,1850.872294831,1704.00893014482,1997.73565951718,146.863364686179,7.93481890113811,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2769,Münchenstein,5,andere Situation/unbekannt,33.0,125.6286785859,84.4915360622524,166.765821109548,41.1371425236476,32.7450252495648,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2770,Muttenz,1,Mieter/innen oder Untermieter/innen,979.0,4542.4556492026,4277.25104527573,4807.66025312947,265.20460392687,5.8383531817955,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2770,Muttenz,2,Genossenschafter/innen,144.0,555.2091256196,468.59337433265,641.82487690655,86.6157512869504,15.600563335534,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2770,Muttenz,3,Stockwerk-/Wohnungseigentümer/innen,167.0,649.7236572154,557.637767328459,741.809547102341,92.0858898869406,14.173085567117,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2770,Muttenz,4,Hauseigentümer/innen,722.0,2392.855378959,2230.63749494468,2555.07326297332,162.217884014319,6.77925985167108,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2770,Muttenz,5,andere Situation/unbekannt,35.0,141.883008037,97.7515974745436,186.014418599456,44.1314105624564,31.1040843953265,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,1,Mieter/innen oder Untermieter/innen,39.0,157.183572846,111.803043863866,202.564101828134,45.3805289821343,28.8710379592884,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,3,Stockwerk-/Wohnungseigentümer/innen,11.0,41.1454164944,18.8267627798003,63.4640702089997,22.3186537145997,54.2433534914815,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,4,Hauseigentümer/innen,191.0,594.3712269898,517.038304471879,671.704149507721,77.3329225179208,13.0108792293958,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,5,andere Situation/unbekannt,13.0,43.6685564703,21.0344077269114,66.3027052136886,22.6341487433886,51.8316852511089,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,1,Mieter/innen oder Untermieter/innen,26.0,104.2053467193,66.8185154450817,141.592177993518,37.3868312742184,35.8780354859602,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,3,Stockwerk-/Wohnungseigentümer/innen,6.0,25.1555061733,6.72323301228297,43.587779334317,18.432273161017,73.2733145341397,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,4,Hauseigentümer/innen,133.0,446.806208521,376.651576178312,516.960840863688,70.1546323426882,15.7013557566515,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,5,andere Situation/unbekannt,11.0,42.7068693772,18.5914517287848,66.8222870256152,24.1154176484152,56.4673037384701,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2775,Therwil,1,Mieter/innen oder Untermieter/innen,388.0,1657.9735742598,1505.12430186596,1810.82284665364,152.849272393841,9.21904153159256,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2775,Therwil,2,Genossenschafter/innen,17.0,87.3684655158,49.3674907171711,125.369440314429,38.0009747986289,43.4950695016576,Schätzwert bedingt zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2775,Therwil,3,Stockwerk-/Wohnungseigentümer/innen,138.0,535.5316724341,451.96732231291,619.09602255529,83.56435012119,15.6039977507536,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2775,Therwil,4,Hauseigentümer/innen,552.0,1755.9805507689,1620.67989887843,1891.28120265937,135.300651890474,7.7051338542007,Schätzwert zuverlässig
2015/2019,BL,1301,Bezirk Arlesheim,2775,Therwil,5,andere Situation/unbekannt,23.0,89.2606619414,55.1280732400811,123.393250642719,34.1325887013189,38.239228747516,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2781,Blauen,1,Mieter/innen oder Untermieter/innen,12.0,51.8362622228,25.1414498890693,78.5310745565308,26.6948123337308,51.4983356998089,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2781,Blauen,3,Stockwerk-/Wohnungseigentümer/innen,5.0,23.6944503451,4.60363008394416,42.7852706062559,19.0908202611558,80.5708509085707,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2781,Blauen,4,Hauseigentümer/innen,70.0,243.7071428178,189.143963206649,298.270322428951,54.5631796111507,22.3888307007658,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2781,Blauen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2782,Brislach,1,Mieter/innen oder Untermieter/innen,48.0,201.9077253422,148.42470072877,255.39074995563,53.4830246134297,26.4888451012882,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2782,Brislach,3,Stockwerk-/Wohnungseigentümer/innen,7.0,28.235896571,8.97127234116171,47.5005208008383,19.2646242298383,68.2274217197135,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2782,Brislach,4,Hauseigentümer/innen,144.0,471.8575027023,400.005433924203,543.709571480397,71.8520687780967,15.2274931237935,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2782,Brislach,5,andere Situation/unbekannt,6.0,26.0010806517,6.0559964223996,45.9461648810004,19.9450842293004,76.7086741373434,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2784,Dittingen,1,Mieter/innen oder Untermieter/innen,20.0,100.8533441723,56.5823440199603,145.12434432464,44.2710001523397,43.8964126729464,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2784,Dittingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2784,Dittingen,4,Hauseigentümer/innen,42.0,143.0572061993,102.988341200438,183.126071198162,40.0688649988624,28.0089805074486,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2784,Dittingen,5,andere Situation/unbekannt,5.0,26.149145711,4.593890665379,47.704400756621,21.555255045621,82.4319665500716,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2785,Duggingen,1,Mieter/innen oder Untermieter/innen,33.0,152.5719222969,103.021643792573,202.122200801227,49.5502785043267,32.4766692051657,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2785,Duggingen,3,Stockwerk-/Wohnungseigentümer/innen,8.0,25.4428548318,10.0644631630451,40.8212465005549,15.3783916687549,60.442869994031,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2785,Duggingen,4,Hauseigentümer/innen,124.0,394.9689089033,330.628295143204,459.309522663396,64.3406137600963,16.290045193367,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2785,Duggingen,5,andere Situation/unbekannt,11.0,47.1117327913,21.4024430378984,72.8210225447016,25.7092897534016,54.5708854889524,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2786,Grellingen,1,Mieter/innen oder Untermieter/innen,76.0,348.4051695672,273.998213718332,422.812125416068,74.4069558488682,21.3564442632407,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2786,Grellingen,3,Stockwerk-/Wohnungseigentümer/innen,13.0,44.3733985539,22.8424715642393,65.9043255435607,21.5309269896607,48.5221499622285,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2786,Grellingen,4,Hauseigentümer/innen,110.0,382.1541967133,315.734785289706,448.573608136894,66.4194114235939,17.380264823684,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2786,Grellingen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2787,Laufen,1,Mieter/innen oder Untermieter/innen,286.0,1345.3236760827,1194.15559343659,1496.49175872881,151.168082646109,11.2365585571406,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2787,Laufen,2,Genossenschafter/innen,7.0,27.2512504796,7.91246001397762,46.5900409452224,19.3387904656224,70.9647818917491,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2787,Laufen,3,Stockwerk-/Wohnungseigentümer/innen,49.0,209.2200695128,154.815568235388,263.624570790212,54.4045012774118,26.0034811211471,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2787,Laufen,4,Hauseigentümer/innen,240.0,827.2515220275,730.126390682775,924.376653372225,97.1251313447252,11.7407014382618,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2787,Laufen,5,andere Situation/unbekannt,13.0,58.2650447655,27.9794176630678,88.5506718679322,30.2856271024322,51.9790677657986,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2788,Liesberg,1,Mieter/innen oder Untermieter/innen,31.0,151.5342053097,101.553370710079,201.515039909321,49.9808345996214,32.9832030316009,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2788,Liesberg,3,Stockwerk-/Wohnungseigentümer/innen,6.0,15.8955029832,4.72644842040833,27.0645575459917,11.1690545627917,70.2654994597923,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2788,Liesberg,4,Hauseigentümer/innen,82.0,294.3532647512,234.606538980238,354.099990522162,59.7467257709619,20.2976263305462,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2788,Liesberg,5,andere Situation/unbekannt,5.0,21.7851182566,3.31440076425931,40.2558357489407,18.4707174923407,84.7859409105793,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2789,Nenzlingen,1,Mieter/innen oder Untermieter/innen,10.0,63.1269502102,24.669301848745,101.584598571655,38.457648361455,60.9211251825073,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2789,Nenzlingen,4,Hauseigentümer/innen,36.0,115.3418004336,81.7043925955526,148.979208271647,33.6374078380474,29.1632415235375,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2789,Nenzlingen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2790,Roggenburg,1,Mieter/innen oder Untermieter/innen,6.0,27.5013659845,7.03805045027314,47.9646815187269,20.4633155342269,74.4083604638408,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2790,Roggenburg,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2790,Roggenburg,4,Hauseigentümer/innen,16.0,51.5789757864,27.2503710013306,75.9075805714694,24.3286047850694,47.1676771671845,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2790,Roggenburg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2791,Röschenz,1,Mieter/innen oder Untermieter/innen,48.0,209.0603848629,153.766792807793,264.353976918007,55.2935920551065,26.4486225314124,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2791,Röschenz,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2791,Röschenz,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1302,Bezirk Laufen,2791,Röschenz,4,Hauseigentümer/innen,150.0,508.0649967563,431.688834929547,584.441158583053,76.3761618267533,15.0327541386182,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2791,Röschenz,5,andere Situation/unbekannt,8.0,28.7610467791,9.9910095603248,47.5310839978752,18.7700372187752,65.2620099780755,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2792,Wahlen,1,Mieter/innen oder Untermieter/innen,57.0,249.5966032097,188.905698351359,310.287508068041,60.6909048583409,24.3155972789225,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2792,Wahlen,3,Stockwerk-/Wohnungseigentümer/innen,8.0,26.7833291345,9.15958484010102,44.407073428899,17.623744294399,65.8011713401886,Schätzwert bedingt zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2792,Wahlen,4,Hauseigentümer/innen,113.0,349.7907231896,290.564134793786,409.017311585414,59.2265883958137,16.9320066169138,Schätzwert zuverlässig
2015/2019,BL,1302,Bezirk Laufen,2792,Wahlen,5,andere Situation/unbekannt,10.0,31.5976935077,14.6246687987784,48.5707182166216,16.9730247089216,53.7160242559651,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2821,Arisdorf,1,Mieter/innen oder Untermieter/innen,33.0,138.749765489,94.9701415367166,182.529389441283,43.7796239522834,31.5529354575769,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2821,Arisdorf,3,Stockwerk-/Wohnungseigentümer/innen,16.0,59.6266217782,32.1533722805131,87.0998712758869,27.4732494976869,46.0754754812075,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2821,Arisdorf,4,Hauseigentümer/innen,120.0,379.9956032795,317.208541842109,442.782664716891,62.7870614373909,16.5231020821072,Schätzwert zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2821,Arisdorf,5,andere Situation/unbekannt,7.0,34.9043465486,9.84702633428213,59.9616667629179,25.0573202143179,71.7885383685056,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2822,Augst,1,Mieter/innen oder Untermieter/innen,37.0,175.8336177587,123.195552773721,228.471682743679,52.638064984979,29.93629185132,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2822,Augst,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1303,Bezirk Liestal,2822,Augst,3,Stockwerk-/Wohnungseigentümer/innen,28.0,120.9268685902,79.1314262583923,162.722310922008,41.7954423318078,34.5625772163548,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2822,Augst,4,Hauseigentümer/innen,39.0,144.5157956071,102.582624102591,186.448967111609,41.9331715045088,29.016324013822,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2822,Augst,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1303,Bezirk Liestal,2823,Bubendorf,1,Mieter/innen oder Untermieter/innen,153.0,700.5051375925,595.677059187147,805.333215997853,104.828078405353,14.9646409112182,Schätzwert zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2823,Bubendorf,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2015/2019,BL,1303,Bezirk Liestal,2823,Bubendorf,3,Stockwerk-/Wohnungseigentümer/innen,61.0,226.6497868653,174.18913000433,279.110443726271,52.4606568609705,23.1461311243802,Schätzwert zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2823,Bubendorf,4,Hauseigentümer/innen,277.0,867.7363453801,773.901682253076,961.571008507124,93.8346631270241,10.8137297263861,Schätzwert zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2823,Bubendorf,5,andere Situation/unbekannt,14.0,49.2588431152,25.9388443764235,72.5788418539765,23.3199987387765,47.3417507679561,Schätzwert bedingt zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2824,Frenkendorf,1,Mieter/innen oder Untermieter/innen,355.0,1559.6517567243,1406.50687443213,1712.79663901647,153.144882292166,9.81917159596017,Schätzwert zuverlässig
2015/2019,BL,1303,Bezirk Liestal,2824,Frenkendorf,2,Genossenschafter/innen,6.0,24.2738478379,6.53705956877931,42.0106361070207,17.7367882691207,73.0695371725423,Schätzwert bedingt zuverlässig
