jahr,bfs_nummer,gemeinde,indikator,wert
2014,2865,Wenslingen,Anzahl_Steuerpflichtige,417.0
2014,2881,Arboldswil,Anzahl_Steuerpflichtige,322.0
2014,2888,Langenbruck,Anzahl_Steuerpflichtige,669.0
2014,2889,Lauwil,Anzahl_Steuerpflichtige,214.0
2014,2891,Niederdorf,Anzahl_Steuerpflichtige,1043.0
2014,2893,Reigoldswil,Anzahl_Steuerpflichtige,990.0
2014,2894,Titterten,Anzahl_Steuerpflichtige,253.0
2014,2895,Waldenburg,Anzahl_Steuerpflichtige,759.0
2014,2762,Allschwil,Steuerbares_Einkommen_CHF,847912686.0
2014,2774,Schönenbuch,Steuerbares_Einkommen_CHF,61852387.0
2014,2775,Therwil,Steuerbares_Einkommen_CHF,453172645.0
2014,2782,Brislach,Steuerbares_Einkommen_CHF,51719358.0
2014,2784,Dittingen,Steuerbares_Einkommen_CHF,24507569.0
2014,2858,Rothenfluh,Steuerbares_Einkommen_CHF,26645129.0
2014,2859,Rümlingen,Steuerbares_Einkommen_CHF,11479438.0
2014,2860,Rünenberg,Steuerbares_Einkommen_CHF,29001517.0
2014,2861,Sissach,Steuerbares_Einkommen_CHF,266583765.0
2014,2862,Tecknau,Steuerbares_Einkommen_CHF,26992721.0
2014,2863,Tenniken,Steuerbares_Einkommen_CHF,33976161.0
2013,2822,Augst,Anzahl_Steuerpflichtige,572.0
2013,2825,Füllinsdorf,Anzahl_Steuerpflichtige,2615.0
2013,2827,Hersberg,Anzahl_Steuerpflichtige,193.0
2013,2843,Buckten,Anzahl_Steuerpflichtige,407.0
2013,2844,Buus,Anzahl_Steuerpflichtige,595.0
2013,2845,Diepflingen,Anzahl_Steuerpflichtige,416.0
2013,2846,Gelterkinden,Anzahl_Steuerpflichtige,3541.0
2013,2847,Häfelfingen,Anzahl_Steuerpflichtige,162.0
2013,2848,Hemmiken,Anzahl_Steuerpflichtige,172.0
2013,2849,Itingen,Anzahl_Steuerpflichtige,1184.0
2013,2852,Läufelfingen,Anzahl_Steuerpflichtige,768.0
2013,2859,Rümlingen,Anzahl_Steuerpflichtige,232.0
2013,2860,Rünenberg,Anzahl_Steuerpflichtige,462.0
2013,2861,Sissach,Anzahl_Steuerpflichtige,3996.0
2013,2862,Tecknau,Anzahl_Steuerpflichtige,464.0
2013,2863,Tenniken,Anzahl_Steuerpflichtige,537.0
